"name","count","countries","cities","roles","samples","etoStatus","category"
"Cheow Lan Dam, Surat Thani","2","Thailand","Cheow Lan Dam, Surat Thani","to","Phuket International Airport (HKT) -> Cheow Lan Dam, Surat Thani || Phuket International Airport (HKT) -> Cheow Lan Dam, Surat Thani","missing","city"
"Chumphon town","2","Thailand","Chumphon town","to","Phuket International Airport (HKT) -> Chumphon town || Phuket International Airport (HKT) -> Chumphon town","missing","city"
"Colombo","2","Sri-Lanka","Colombo","to","Colombo Bandaranaike Airport (CMB) -> Colombo || Hikkaduwa -> Colombo","missing","city"
"Dahab","2","Egypt","Dahab","to","Sharm el-Sheikh International Airport (SSH) -> Dahab || Sharm el-Sheikh International Airport (SSH) -> Dahab","missing","city"
"Danderyd municipality","2","Sweden","Danderyd municipality","to","Stockholm Arlanda Airport (ARN) -> Danderyd municipality || Stockholm Arlanda Airport (ARN) -> Danderyd municipality","missing","city"
"Doi Tung","2","Thailand","Doi Tung","to","Phuket International Airport (HKT) -> Doi Tung || Phuket International Airport (HKT) -> Doi Tung","missing","city"
"Dushanbe","2","Tajikistan","Dushanbe","to","Dushanbe International Airport (DYU) -> Dushanbe || Dushanbe International Airport (DYU) -> Dushanbe","missing","city"
"Ekerö municipality","2","Sweden","Ekerö municipality","to","Stockholm Arlanda Airport (ARN) -> Ekerö municipality || Stockholm Arlanda Airport (ARN) -> Ekerö municipality","missing","city"
"El Alamein","2","Egypt","El Alamein","to","Cairo International Airport (CAI) -> El Alamein || Cairo International Airport (CAI) -> El Alamein","missing","city"
"El Gouna","2","Egypt","El Gouna","to","Hurghada Airport (HRG) -> El Gouna || Hurghada Airport (HRG) -> El Gouna","missing","city"
"Enköping town","2","Sweden","Enköping town","to","Stockholm Arlanda Airport (ARN) -> Enköping town || Stockholm Arlanda Airport (ARN) -> Enköping town","missing","city"
"Entebbe","2","Uganda","Entebbe","to","Entebbe International Airport (EBB) -> Entebbe || Entebbe International Airport (EBB) -> Entebbe","missing","city"
"European Side Central (Levent, Besiktas, Sisli, Maslak, Taksim, Ortakoy)","2","Turkey","Istanbul","to","European Side -> European Side Central (Levent, Besiktas, Sisli, Maslak, Taksim, Ortakoy) || European Side -> European Side Central (Levent, Besiktas, Sisli, Maslak, Taksim, Ortakoy)","missing","city"
"Gåshaga","2","Sweden","Gåshaga","to","Stockholm Arlanda Airport (ARN) -> Gåshaga || Stockholm Arlanda Airport (ARN) -> Gåshaga","missing","city"
"Gävle town","2","Sweden","Gävle town","to","Stockholm Arlanda Airport (ARN) -> Gävle town || Stockholm Arlanda Airport (ARN) -> Gävle town","missing","city"
"Gdansk","2","Russia","Gdansk","to","Kaliningrad Khrabrovo Airport (KGD) -> Gdansk || Kaliningrad Khrabrovo Airport (KGD) -> Gdansk","missing","city"
"Gijang-gun","2","South Korea","Gijang-gun","to","Busan Gimhae Airport (PUS) -> Gijang-gun || Busan Gimhae Airport (PUS) -> Gijang-gun","missing","city"
"Giza","2","Egypt","Giza","to","Cairo International Airport (CAI) -> Giza || Cairo International Airport (CAI) -> Giza","missing","city"
"Grisslehamn","2","Sweden","Grisslehamn","to","Stockholm Arlanda Airport (ARN) -> Grisslehamn || Stockholm Arlanda Airport (ARN) -> Grisslehamn","missing","city"
"Gustavsberg town","2","Sweden","Gustavsberg town","to","Stockholm Arlanda Airport (ARN) -> Gustavsberg town || Stockholm Arlanda Airport (ARN) -> Gustavsberg town","missing","city"
"Haninge municipality","2","Sweden","Haninge municipality","to","Stockholm Arlanda Airport (ARN) -> Haninge municipality || Stockholm Arlanda Airport (ARN) -> Haninge municipality","missing","city"
"Hat Yai, Songkhla","2","Thailand","Hat Yai, Songkhla","to","Phuket International Airport (HKT) -> Hat Yai, Songkhla || Phuket International Airport (HKT) -> Hat Yai, Songkhla","missing","city"
"Heliopolis","2","Egypt","Heliopolis","to","Cairo International Airport (CAI) -> Heliopolis || Cairo International Airport (CAI) -> Heliopolis","missing","city"
"Hetepuronpolku","2","Finland","Hetepuronpolku","to","Rovaniemi Airport (RVN) -> Hetepuronpolku || Rovaniemi Airport (RVN) -> Hetepuronpolku","missing","city"
"Hikkaduwa","2","Sri-Lanka","Colombo|Kandy","from","Hikkaduwa -> Colombo || Hikkaduwa -> Kandy","missing","city"
"Jakobsberg","2","Sweden","Jakobsberg","to","Stockholm Arlanda Airport (ARN) -> Jakobsberg || Stockholm Arlanda Airport (ARN) -> Jakobsberg","missing","city"
"Jimbaran","2","Indonesia","Jimbaran","to","Denpasar Ngurah Rai Airport (DPS) -> Jimbaran || Ubud -> Jimbaran","missing","city"
"Jokkmokk","2","Sweden","Jokkmokk","to","Gällivare Airport (GEV) -> Jokkmokk || Luleå Airport (LLA) -> Jokkmokk","missing","city"
"Kalai, Phang Nga","2","Thailand","Kalai, Phang Nga","to","Phuket International Airport (HKT) -> Kalai, Phang Nga || Phuket International Airport (HKT) -> Kalai, Phang Nga","missing","city"
"Kandy","2","Sri-Lanka","Kandy","to","Colombo Bandaranaike Airport (CMB) -> Kandy || Hikkaduwa -> Kandy","missing","city"
"Kapong, Phang Nga","2","Thailand","Kapong, Phang Nga","to","Phuket International Airport (HKT) -> Kapong, Phang Nga || Phuket International Airport (HKT) -> Kapong, Phang Nga","missing","city"
"Karvonranta","2","Finland","Karvonranta","to","Rovaniemi Airport (RVN) -> Karvonranta || Rovaniemi Airport (RVN) -> Karvonranta","missing","city"
"Kathu, Phuket","2","Thailand","Kathu, Phuket","to","Phuket International Airport (HKT) -> Kathu, Phuket || Phuket International Airport (HKT) -> Kathu, Phuket","missing","city"
"Kha Nom, Nakhon Si Thammarat","2","Thailand","Kha Nom, Nakhon Si Thammarat","to","Phuket International Airport (HKT) -> Kha Nom, Nakhon Si Thammarat || Phuket International Airport (HKT) -> Kha Nom, Nakhon Si Thammarat","missing","city"
"Kiruna","2","Sweden","Kiruna","to","Kiruna Airport (KRN) -> Kiruna || Luleå Airport (LLA) -> Kiruna","missing","city"
"Köping locality","2","Sweden","Köping locality","to","Stockholm Arlanda Airport (ARN) -> Köping locality || Stockholm Arlanda Airport (ARN) -> Köping locality","missing","city"
"Korkalovaara","2","Finland","Korkalovaara","to","Rovaniemi Airport (RVN) -> Korkalovaara || Rovaniemi Airport (RVN) -> Korkalovaara","missing","city"
"Koskenkyla","2","Finland","Koskenkyla","to","Rovaniemi Airport (RVN) -> Koskenkyla || Rovaniemi Airport (RVN) -> Koskenkyla","missing","city"
"Kuta, Seminyak","2","Indonesia","Kuta, Seminyak","to","Denpasar Ngurah Rai Airport (DPS) -> Kuta, Seminyak || Ubud -> Kuta, Seminyak","missing","city"
"Larnaca","2","Cyprus","Larnaca","to","Larnaca Airport (LCA) -> Larnaca || Paphos Airport (PFO) -> Larnaca","missing","city"
"Lidingö","2","Sweden","Lidingö","to","Stockholm Arlanda Airport (ARN) -> Lidingö || Stockholm Arlanda Airport (ARN) -> Lidingö","missing","city"
"Limassol","2","Cyprus","Limassol","to","Larnaca Airport (LCA) -> Limassol || Paphos Airport (PFO) -> Limassol","missing","city"
"Lipetsk","2","Russia","Lipetsk","to","Lipetsk Airport (LPK) -> Lipetsk || Lipetsk Airport (LPK) -> Lipetsk","missing","city"
"Luleå","2","Sweden","Luleå","to","Luleå Airport (LLA) -> Luleå || Luleå Airport (LLA) -> Luleå","missing","city"
"Makadi Bay","2","Egypt","Makadi Bay","to","Hurghada Airport (HRG) -> Makadi Bay || Hurghada Airport (HRG) -> Makadi Bay","missing","city"
"Marsa Matrouh","2","Egypt","Marsa Matrouh","to","Cairo International Airport (CAI) -> Marsa Matrouh || Cairo International Airport (CAI) -> Marsa Matrouh","missing","city"
"Märsta suburban area, Stockholm","2","Sweden","Märsta suburban area, Stockholm","to","Stockholm Arlanda Airport (ARN) -> Märsta suburban area, Stockholm || Stockholm Arlanda Airport (ARN) -> Märsta suburban area, Stockholm","missing","city"
"Munich","2","Germany","Munich","to","Munich Franz Josef Strauß Airport (MUC) -> Munich || Munich Franz Josef Strauß Airport (MUC) -> Munich","missing","city"
"Nabq Bay","2","Egypt","Nabq Bay","to","Sharm el-Sheikh International Airport (SSH) -> Nabq Bay || Sharm el-Sheikh International Airport (SSH) -> Nabq Bay","missing","city"
"Nacka suburban area, Stockholm","2","Sweden","Nacka suburban area, Stockholm","to","Stockholm Arlanda Airport (ARN) -> Nacka suburban area, Stockholm || Stockholm Arlanda Airport (ARN) -> Nacka suburban area, Stockholm","missing","city"
"Nacka, Sweden","2","Sweden","Nacka, Sweden","to","Stockholm Arlanda Airport (ARN) -> Nacka, Sweden || Stockholm Arlanda Airport (ARN) -> Nacka, Sweden","missing","city"
"Nakhon Si Thammarat city","2","Thailand","Nakhon Si Thammarat city","to","Phuket International Airport (HKT) -> Nakhon Si Thammarat city || Phuket International Airport (HKT) -> Nakhon Si Thammarat city","missing","city"
"Nathon-Lipa Thailand","2","Thailand","Nathon-Lipa Thailand","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Nathon-Lipa Thailand || Samui International Airport (USM) -> Nathon-Lipa Thailand","missing","city"
"Nicosia","2","Cyprus","Nicosia","to","Larnaca Airport (LCA) -> Nicosia || Paphos Airport (PFO) -> Nicosia","missing","city"
"Night tour European Side to Asian Side restaurant round trip","2","Turkey","Istanbul","to","European Side -> Night tour European Side to Asian Side restaurant round trip || European Side -> Night tour European Side to Asian Side restaurant round trip","missing","city"
"Night tour within European Side restaurant round trip","2","Turkey","Istanbul","to","European Side -> Night tour within European Side restaurant round trip || European Side -> Night tour within European Side restaurant round trip","missing","city"
"Nivavaara","2","Finland","Nivavaara","to","Rovaniemi Airport (RVN) -> Nivavaara || Rovaniemi Airport (RVN) -> Nivavaara","missing","city"
"Norrtälje town","2","Sweden","Norrtälje town","to","Stockholm Arlanda Airport (ARN) -> Norrtälje town || Stockholm Arlanda Airport (ARN) -> Norrtälje town","missing","city"
"Nusa dua","2","Indonesia","Nusa dua","to","Denpasar Ngurah Rai Airport (DPS) -> Nusa dua || Ubud -> Nusa dua","missing","city"
"Nyköping town","2","Sweden","Nyköping town","to","Stockholm Arlanda Airport (ARN) -> Nyköping town || Stockholm Arlanda Airport (ARN) -> Nyköping town","missing","city"
"Örnsköldsvik / Ornskoldsvik","2","Sweden","Örnsköldsvik / Ornskoldsvik","to","Umeå Airport (UME) -> Örnsköldsvik / Ornskoldsvik || Örnsköldsvik Airport (OER) -> Örnsköldsvik / Ornskoldsvik","missing","city"
"Padang Besar (Malaysia border), Songkhla","2","Thailand","Padang Besar (Malaysia border), Songkhla","to","Phuket International Airport (HKT) -> Padang Besar (Malaysia border), Songkhla || Phuket International Airport (HKT) -> Padang Besar (Malaysia border), Songkhla","missing","city"
"Pak Bara, Satun","2","Thailand","Pak Bara, Satun","to","Phuket International Airport (HKT) -> Pak Bara, Satun || Phuket International Airport (HKT) -> Pak Bara, Satun","missing","city"
"Pak Chong, NakhonRatchasima","2","Thailand","Pak Chong, NakhonRatchasima","to","Bangkok Suvarnabhumi Airport (BKK) -> Pak Chong, NakhonRatchasima || Bangkok Suvarnabhumi Airport (BKK) -> Pak Chong, NakhonRatchasima","missing","city"
"Palanga","2","Lithuania","Palanga","to","Palanga airport (PLQ) -> Palanga || Palanga airport (PLQ) -> Palanga","missing","city"
"Paphos","2","Cyprus","Paphos","to","Larnaca Airport (LCA) -> Paphos || Paphos Airport (PFO) -> Paphos","missing","city"
"Paralimni","2","Cyprus","Paralimni","to","Larnaca Airport (LCA) -> Paralimni || Paphos Airport (PFO) -> Paralimni","missing","city"
"Pegeia","2","Cyprus","Pegeia","to","Larnaca Airport (LCA) -> Pegeia || Paphos Airport (PFO) -> Pegeia","missing","city"
