Country,From,To,Type,Pax,Price,Currency,CAT,Transferz,Dottransfers,Talixo,Suntransfers,Alexandra
Russia,Perm International Airport (PEE),Perm,Standard class car,3,"€42,00",EUR,,,,,,
Russia,Perm International Airport (PEE),Perm,Standard class car,3,"€31,00",EUR,,,,,,
Russia,Petropavlovsk-Kamchatsky Airport (PKC),Petropavlovsk-Kamchatsky,Business class car,3,"€178,00",EUR,,,,,,
Russia,Petropavlovsk-Kamchatsky Airport (PKC),Petropavlovsk-Kamchatsky,Standard class car,3,"€91,00",EUR,,,,,,
Russia,Petropavlovsk-Kamchatsky Airport (PKC),Petropavlovsk-Kamchatsky,Standard minivan 7 pax,7,"€126,00",EUR,,,,,,
Russia,Petrozavodsk Airport (PES),Petrozavodsk,Business class car,3,"€59,00",EUR,,,,,,
Russia,Petrozavodsk Airport (PES),Petrozavodsk,Standard class car,3,"€32,00",EUR,,,,,,
Russia,Pskov Airport (PKV),Pskov,Business class car,3,"€78,00",EUR,,,,,,
Russia,Pskov Airport (PKV),Pskov,Businessvan 6 pax,6,"€168,00",EUR,,,,,,
Russia,Pskov Airport (PKV),Pskov,Standard class car,3,"€29,00",EUR,,,,,,
Russia,Pskov Airport (PKV),Pskov,Standard Minibus 16pax,16,"€160,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Gatchina,Business class car,3,"€93,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Gatchina,Businessvan 6 pax,6,"€151,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Gatchina,Coach 30 pax,30,"€352,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Gatchina,Coach 45pax,45,"€386,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Gatchina,First class car,3,"€168,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Gatchina,Standard class car,3,"€51,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Gatchina,Standard Minibus 16pax,16,"€151,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Kokkorevo,Business class car,3,"€135,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Kokkorevo,First class car,3,"€197,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Kokkorevo,Standard class car,3,"€84,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Kokkorevo,Standard minivan 7 pax,7,"€135,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Krasnoe Selo,Business class car,3,"€84,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Krasnoe Selo,Businessvan 6 pax,6,"€135,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Krasnoe Selo,Coach 30 pax,30,"€352,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Krasnoe Selo,Coach 45pax,45,"€386,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Krasnoe Selo,First class car,3,"€168,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Krasnoe Selo,Standard class car,3,"€76,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Krasnoe Selo,Standard Minibus 16pax,16,"€151,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Krasnoe Selo,Standard minivan 7 pax,7,"€59,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Kronstadt,Business class car,3,"€84,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Kronstadt,Businessvan 6 pax,6,"€135,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Kronstadt,Coach 30 pax,30,"€352,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Kronstadt,Coach 45pax,45,"€386,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Kronstadt,First class car,3,"€168,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Kronstadt,Standard class car,3,"€51,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Kronstadt,Standard Minibus 16pax,16,"€176,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Kronstadt,Standard minivan 7 pax,7,"€78,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Pargolovo,Business class car,3,"€76,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Pargolovo,Coach 30 pax,30,"€352,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Pargolovo,Coach 45pax,45,"€386,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Pargolovo,First class car,3,"€168,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Pargolovo,Standard class car,3,"€51,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Pargolovo,Standard Minibus 16pax,16,"€176,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Pargolovo,Standard minivan 7 pax,7,"€93,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Pushkin,Businessvan 6 pax,6,"€135,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Pushkin,Coach 30 pax,30,"€352,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Pushkin,Coach 45pax,45,"€386,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Pushkin,First class car,3,"€143,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Pushkin,Standard class car,3,"€76,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Pushkin,Standard Minibus 16pax,16,"€176,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Pushkin,Standard minivan 7 pax,7,"€59,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Saint Petersburg,Business class car,3,"€79,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Saint Petersburg,Businessvan 6 pax,6,"€112,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Saint Petersburg,First class car,3,"€141,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Saint Petersburg,Standard class car,3,"€40,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Saint Petersburg,Standard Minibus 16pax,16,"€125,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Saint Petersburg,Standard minivan 8 pax,8,"€63,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Vsevolozhsk,Business class car,3,"€76,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Vsevolozhsk,Coach 30 pax,30,"€353,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Vsevolozhsk,Coach 45pax,45,"€386,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Vsevolozhsk,First class car,3,"€168,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Vsevolozhsk,Standard class car,3,"€59,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Vsevolozhsk,Standard Minibus 16pax,16,"€176,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Vsevolozhsk,Standard minivan 7 pax,7,"€93,00",EUR,,,,,,
Russia,Saint-Petersburg Pulkovo Airport (LED),Vyborg,Standard class car,3,"€269,00",EUR,,,,,,
Russia,Rostov-on-Don Platov Airport (ROV),Azov,Standard class car,3,"€67,00",EUR,,,,,,
Russia,Rostov-on-Don Platov Airport (ROV),Bataysk,Standard class car,3,"€61,00",EUR,,,,,,
Russia,Rostov-on-Don Platov Airport (ROV),Novocherkassk,Standard class car,3,"€67,00",EUR,,,,,,
Russia,Rostov-on-Don Platov Airport (ROV),Rostov-on-Don,Businessvan 6 pax,6,"€192,00",EUR,,,,,,
Russia,Rostov-on-Don Platov Airport (ROV),Rostov-on-Don,Standard class car,3,"€76,00",EUR,,,,,,
Russia,Rostov-on-Don Platov Airport (ROV),Rostov-on-Don,Standard class car,3,"€51,00",EUR,,,,,,
Russia,Rostov-on-Don Platov Airport (ROV),Rostov-on-Don,Standard Minibus 16pax,16,"€151,00",EUR,,,,,,
Russia,Rostov-on-Don Platov Airport (ROV),Taganrog,Standard class car,3,"€113,00",EUR,,,,,,
Russia,Samara Kurumoch International Airport (KUF),Kazan,Standard class car,3,"€269,00",EUR,,,,,,
Russia,Samara Kurumoch International Airport (KUF),Kazan,Standard minivan 7 pax,7,"€503,00",EUR,,,,,,
Russia,Samara Kurumoch International Airport (KUF),Samara,Business class car,3,"€88,00",EUR,,,,,,
Russia,Samara Kurumoch International Airport (KUF),Samara,Businessvan 6 pax,6,"€151,00",EUR,,,,,,
Russia,Samara Kurumoch International Airport (KUF),Samara,First class car,3,"€202,00",EUR,,,,,,
Russia,Samara Kurumoch International Airport (KUF),Samara,Standard class car,3,"€59,00",EUR,,,,,,
Russia,Samara Kurumoch International Airport (KUF),Samara,Standard class car,3,"€37,00",EUR,,,,,,
Russia,Samara Kurumoch International Airport (KUF),Samara,Standard Minibus 16pax,16,"€151,00",EUR,,,,,,
Russia,Samara Kurumoch International Airport (KUF),Samara,Standard minivan 7 pax,7,"€93,00",EUR,,,,,,
Russia,Samara Kurumoch International Airport (KUF),Tolyatti,Business class car,3,"€109,00",EUR,,,,,,
Russia,Samara Kurumoch International Airport (KUF),Tolyatti,First class car,3,"€218,00",EUR,,,,,,
Russia,Samara Kurumoch International Airport (KUF),Tolyatti,Standard class car,3,"€67,00",EUR,,,,,,
Russia,Samara Kurumoch International Airport (KUF),Tolyatti,Standard class car,3,"€49,00",EUR,,,,,,
Russia,Samara Kurumoch International Airport (KUF),Tolyatti,Standard Minibus 16pax,16,"€168,00",EUR,,,,,,
Russia,Saransk Airport (SKX),Saransk,Business class car,3,"€59,00",EUR,,,,,,
Russia,Saransk Airport (SKX),Saransk,First class car,3,"€160,00",EUR,,,,,,
Russia,Saransk Airport (SKX),Saransk,Standard class car,3,"€30,00",EUR,,,,,,
Russia,Saransk Airport (SKX),Saransk,Standard Minibus 16pax,16,"€118,00",EUR,,,,,,
Russia,Saratov Tsentralny Airport (RTW),Saratov,Business class car,3,"€93,00",EUR,,,,,,
Russia,Saratov Tsentralny Airport (RTW),Saratov,Businessvan 6 pax,6,"€109,00",EUR,,,,,,
Russia,Saratov Tsentralny Airport (RTW),Saratov,First class car,3,"€160,00",EUR,,,,,,
Russia,Saratov Tsentralny Airport (RTW),Saratov,Standard class car,3,"€42,00",EUR,,,,,,
Russia,Saratov Tsentralny Airport (RTW),Saratov,Standard Minibus 16pax,16,"€161,00",EUR,,,,,,
Russia,Saratov Tsentralny Airport (RTW),Saratov,Standard minivan 7 pax,7,"€59,00",EUR,,,,,,
Russia,Simferopol' Airport (SIP),Sevastopol',Business class car,3,"€252,00",EUR,,,,,,
Russia,Simferopol' Airport (SIP),Sevastopol',First class car,3,"€356,00",EUR,,,,,,
Russia,Simferopol' Airport (SIP),Sevastopol',Standard class car,3,"€46,00",EUR,,,,,,
Russia,Simferopol' Airport (SIP),Sevastopol',Standard Minibus 16pax,16,"€252,00",EUR,,,,,,
Russia,Simferopol' Airport (SIP),Sevastopol',Standard minivan 7 pax,7,"€66,00",EUR,,,,,,
Russia,Simferopol' Airport (SIP),Simferopol',Business class car,3,"€93,00",EUR,,,,,,
Russia,Simferopol' Airport (SIP),Simferopol',Businessvan 6 pax,6,"€126,00",EUR,,,,,,
Russia,Simferopol' Airport (SIP),Simferopol',First class car,3,"€143,00",EUR,,,,,,
Russia,Simferopol' Airport (SIP),Simferopol',Standard class car,3,"€29,00",EUR,,,,,,
Russia,Simferopol' Airport (SIP),Simferopol',Standard Minibus 16pax,16,"€126,00",EUR,,,,,,
Russia,Simferopol' Airport (SIP),Simferopol',Standard minivan 7 pax,7,"€51,00",EUR,,,,,,
Russia,Stavropol' Shpakovskoye Airport (STW),Stavropol',Business class car,3,"€91,00",EUR,,,,,,
Russia,Stavropol' Shpakovskoye Airport (STW),Stavropol',Businessvan 6 pax,6,"€168,00",EUR,,,,,,
Russia,Stavropol' Shpakovskoye Airport (STW),Stavropol',First class car,3,"€178,00",EUR,,,,,,
Russia,Stavropol' Shpakovskoye Airport (STW),Stavropol',Standard class car,3,"€29,00",EUR,,,,,,
Russia,Stavropol' Shpakovskoye Airport (STW),Stavropol',Standard Minibus 16pax,16,"€126,00",EUR,,,,,,
Russia,Stavropol' Shpakovskoye Airport (STW),Stavropol',Standard minivan 7 pax,7,"€52,00",EUR,,,,,,
Russia,Surgut International Airport (SGC),Surgut,Business class car,3,"€82,00",EUR,,,,,,
Russia,Surgut International Airport (SGC),Surgut,Businessvan 6 pax,6,"€185,00",EUR,,,,,,
Russia,Surgut International Airport (SGC),Surgut,First class car,3,"€218,00",EUR,,,,,,
Russia,Surgut International Airport (SGC),Surgut,Standard class car,3,"€46,00",EUR,,,,,,
Russia,Surgut International Airport (SGC),Surgut,Standard class car,3,"€31,00",EUR,,,,,,
Russia,Surgut International Airport (SGC),Surgut,Standard Minibus 16pax,16,"€201,00",EUR,,,,,,
Russia,Surgut International Airport (SGC),Surgut,Standard minivan 7 pax,7,"€96,00",EUR,,,,,,
Russia,Tomsk Bogashevo Airport (TOF),Tomsk,Businessvan 6 pax,6,"€151,00",EUR,,,,,,
Russia,Tomsk Bogashevo Airport (TOF),Tomsk,First class car,3,"€151,00",EUR,,,,,,
Russia,Tomsk Bogashevo Airport (TOF),Tomsk,Standard class car,3,"€32,00",EUR,,,,,,
Russia,Tomsk Bogashevo Airport (TOF),Tomsk,Standard Minibus 16pax,16,"€143,00",EUR,,,,,,
Russia,Tyumen Roshchino International Airport (TJM),Tyumen,Business class car,3,"€75,00",EUR,,,,,,
Russia,Tyumen Roshchino International Airport (TJM),Tyumen,Businessvan 6 pax,6,"€126,00",EUR,,,,,,
Russia,Tyumen Roshchino International Airport (TJM),Tyumen,First class car,3,"€202,00",EUR,,,,,,
Russia,Tyumen Roshchino International Airport (TJM),Tyumen,Standard class car,3,"€31,00",EUR,,,,,,
Russia,Tyumen Roshchino International Airport (TJM),Tyumen,Standard Minibus 16pax,16,"€118,00",EUR,,,,,,
Russia,Ufa International Airport (UFA),Ufa,Standard class car,3,"€31,00",EUR,,,,,,
Russia,Ufa International Airport (UFA),Ufa,Standard Minibus 16pax,16,"€82,00",EUR,,,,,,
Russia,Ulyanovsk Baratayevka Airport (ULV),Ulyanovsk,Business class car,3,"€101,00",EUR,,,,,,
Russia,Ulyanovsk Baratayevka Airport (ULV),Ulyanovsk,Standard class car,3,"€29,00",EUR,,,,,,
Russia,Ulyanovsk Vostochny Airport (ULY),Ulyanovsk,Business class car,3,"€104,00",EUR,,,,,,
Russia,Ulyanovsk Vostochny Airport (ULY),Ulyanovsk,First class car,3,"€165,00",EUR,,,,,,
Russia,Ulyanovsk Vostochny Airport (ULY),Ulyanovsk,Standard class car,3,"€47,00",EUR,,,,,,
Russia,Ulyanovsk Vostochny Airport (ULY),Ulyanovsk,Standard class car,3,"€32,00",EUR,,,,,,
Russia,Ulyanovsk Vostochny Airport (ULY),Ulyanovsk,Standard Minibus 16pax,16,"€126,00",EUR,,,,,,
Russia,Ulyanovsk Vostochny Airport (ULY),Ulyanovsk,Standard minivan 7 pax,7,"€66,00",EUR,,,,,,
Russia,Vladivostok International Airport (VVO),Vladivostok,Businessvan 6 pax,6,"€218,00",EUR,,,,,,
Russia,Vladivostok International Airport (VVO),Vladivostok,Standard Minibus 16pax,16,"€218,00",EUR,,,,,,
Russia,Volgograd International Airport (VOG),Volgograd,Business class car,3,"€66,00",EUR,,,,,,
Russia,Volgograd International Airport (VOG),Volgograd,Businessvan 6 pax,6,"€126,00",EUR,,,,,,
Russia,Volgograd International Airport (VOG),Volgograd,First class car,3,"€126,00",EUR,,,,,,
Russia,Volgograd International Airport (VOG),Volgograd,Standard class car,3,"€59,00",EUR,,,,,,
Russia,Volgograd International Airport (VOG),Volgograd,Standard class car,3,"€32,00",EUR,,,,,,
Russia,Volgograd International Airport (VOG),Volgograd,Standard Minibus 16pax,16,"€126,00",EUR,,,,,,
Russia,Vologda Airport (VGD),Vologda,Business class car,3,"€84,00",EUR,,,,,,
Russia,Vologda Airport (VGD),Vologda,First class car,3,"€193,00",EUR,,,,,,
Russia,Vologda Airport (VGD),Vologda,Standard class car,3,"€51,00",EUR,,,,,,
Russia,Vologda Airport (VGD),Vologda,Standard class car,3,"€30,00",EUR,,,,,,
Russia,Vologda Airport (VGD),Vologda,Standard Minibus 16pax,16,"€151,00",EUR,,,,,,
Russia,Vologda Airport (VGD),Vologda,Standard minivan 7 pax,7,"€51,00",EUR,,,,,,
Russia,Voronezh-Chertovitskoye Airport (VOZ),Voronezh,Business class car,3,"€61,00",EUR,,,,,,
Russia,Voronezh-Chertovitskoye Airport (VOZ),Voronezh,Businessvan 6 pax,6,"€165,00",EUR,,,,,,
Russia,Voronezh-Chertovitskoye Airport (VOZ),Voronezh,First class car,3,"€202,00",EUR,,,,,,
Russia,Voronezh-Chertovitskoye Airport (VOZ),Voronezh,Standard class car,3,"€31,00",EUR,,,,,,
Russia,Voronezh-Chertovitskoye Airport (VOZ),Voronezh,Standard Minibus 16pax,16,"€143,00",EUR,,,,,,
Russia,Voronezh-Chertovitskoye Airport (VOZ),Voronezh,Standard minivan 7 pax,7,"€67,00",EUR,,,,,,
Russia,Yaroslavl Tunoshna Airport (IAR),Yaroslavl,Business class car,3,"€66,00",EUR,,,,,,
Russia,Yaroslavl Tunoshna Airport (IAR),Yaroslavl,Businessvan 6 pax,6,"€165,00",EUR,,,,,,
Russia,Yaroslavl Tunoshna Airport (IAR),Yaroslavl,First class car,3,"€165,00",EUR,,,,,,
Russia,Yaroslavl Tunoshna Airport (IAR),Yaroslavl,Standard class car,3,"€34,00",EUR,,,,,,
Russia,Yaroslavl Tunoshna Airport (IAR),Yaroslavl,Standard Minibus 16pax,16,"€178,00",EUR,,,,,,
Russia,Yaroslavl Tunoshna Airport (IAR),Yaroslavl,Standard minivan 7 pax,7,"€77,00",EUR,,,,,,
Russia,Yekaterinburg Koltsovo Airport (SVX),Yekaterinburg,Business class car,3,"€59,00",EUR,,,,,,
Russia,Yekaterinburg Koltsovo Airport (SVX),Yekaterinburg,Businessvan 6 pax,6,"€160,00",EUR,,,,,,
Russia,Yekaterinburg Koltsovo Airport (SVX),Yekaterinburg,Standard Minibus 16pax,16,"€126,00",EUR,,,,,,
Russia,Yoshkar-Ola Airport (JOK),Yoshkar-Ola,Business class car,3,"€101,00",EUR,,,,,,
Russia,Yoshkar-Ola Airport (JOK),Yoshkar-Ola,Standard class car,3,"€32,00",EUR,,,,,,
Russia,Yoshkar-Ola Airport (JOK),Yoshkar-Ola,Standard Minibus 16pax,16,"€151,00",EUR,,,,,,
Russia,Yoshkar-Ola Airport (JOK),Yoshkar-Ola,Standard minivan 7 pax,7,"€76,00",EUR,,,,,,
Russia,Yuzhno-Sakhalinsk Airport (UUS),Yuzhno-Sakhalinsk,Business class car,3,"€72,00",EUR,,,,,,
Russia,Yuzhno-Sakhalinsk Airport (UUS),Yuzhno-Sakhalinsk,Standard class car,3,"€30,00",EUR,,,,,,
Russia,Yuzhno-Sakhalinsk Airport (UUS),Yuzhno-Sakhalinsk,Standard Minibus 16pax,16,"€126,00",EUR,,,,,,
Russia,Yuzhno-Sakhalinsk Airport (UUS),Yuzhno-Sakhalinsk,Standard minivan 7 pax,7,"€59,00",EUR,,,,,,
Seychelles,Seychelles International Airport (SEZ),Seychelles,Standard MPV,5,"€24,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore city center,Businessvan 5 pax,5,"€65,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore city center,Standard class car,3,"€45,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore city center,Standard minivan 8 pax,8,"€70,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore Cruise Terminal,Businessvan 5 pax,5,"€65,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore Cruise Terminal,Standard class car,3,"€45,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore Cruise Terminal,Standard minivan 8 pax,8,"€70,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore East,Businessvan 5 pax,5,"€65,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore East,Standard class car,3,"€45,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore East,Standard minivan 8 pax,8,"€70,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore North,Businessvan 5 pax,5,"€65,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore North,Standard class car,3,"€45,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore North,Standard minivan 8 pax,8,"€70,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore Sentosa Island,Businessvan 5 pax,5,"€65,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore Sentosa Island,Standard class car,3,"€45,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore Sentosa Island,Standard minivan 8 pax,8,"€70,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore West,Businessvan 5 pax,5,"€65,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore West,Standard class car,3,"€45,00",EUR,,,,,,
Singapore,Singapore Changi Airport (SIN),Singapore West,Standard minivan 8 pax,8,"€70,00",EUR,,,,,,
South Africa,Cape Town International Airport (CPT),Cape Town,Standard MPV,5,"€16,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Busan,Standard class car,3,"€79,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Busan,Standard Minibus 9pax,9,"€237,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Busan,Standard minivan 7 pax,7,"€102,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Daegu,Standard class car,3,"€405,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Daegu,Standard Minibus 9pax,9,"€690,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Daegu,Standard minivan 7 pax,7,"€480,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Geoje Island,Standard class car,3,"€338,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Geoje Island,Standard Minibus 9pax,9,"€426,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Geoje Island,Standard minivan 7 pax,7,"€403,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Gijang-gun,Standard class car,3,"€96,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Gijang-gun,Standard minivan 7 pax,7,"€113,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Gyeongju,Standard class car,3,"€297,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Gyeongju,Standard Minibus 9pax,9,"€585,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Gyeongju,Standard minivan 7 pax,7,"€378,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Jeonju,Standard class car,3,"€426,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Jeonju,Standard Minibus 9pax,9,"€689,00",EUR,,,,,,
South Korea,Busan Gimhae Airport (PUS),Jeonju,Standard minivan 7 pax,7,"€511,00",EUR,,,,,,
South Korea,Jeju Airport (CJU),Jeju city center,Standard class car,3,"€65,00",EUR,,,,,,
South Korea,Jeju Airport (CJU),Jeju outskirts,Standard class car,3,"€80,00",EUR,,,,,,
South Korea,Jeju Airport (CJU),Seogwipo City Center,Standard class car,3,"€120,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Ansan,Business class car,3,"€230,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Ansan,Businessvan 5 pax,5,"€210,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Ansan,Standard class car,3,"€130,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Ansan,Standard Minibus 9pax,9,"€250,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Ansan,Standard minivan 6 pax,6,"€155,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Dongducheon,Business class car,3,"€285,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Dongducheon,Businessvan 5 pax,5,"€260,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Dongducheon,Standard class car,3,"€195,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Dongducheon,Standard Minibus 9pax,9,"€325,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Dongducheon,Standard minivan 6 pax,6,"€216,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Gimpo,Business class car,3,"€230,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Gimpo,Businessvan 5 pax,5,"€210,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Gimpo,Standard class car,3,"€130,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Gimpo,Standard Minibus 9pax,9,"€250,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Gimpo,Standard minivan 6 pax,6,"€155,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Goyang,Business class car,3,"€230,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Goyang,Businessvan 5 pax,5,"€210,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Goyang,Standard class car,3,"€130,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Goyang,Standard Minibus 9pax,9,"€250,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Goyang,Standard minivan 6 pax,6,"€155,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Gunpo,Business class car,3,"€230,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Gunpo,Businessvan 5 pax,5,"€210,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Gunpo,Standard class car,3,"€130,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Gunpo,Standard Minibus 9pax,9,"€250,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Gunpo,Standard minivan 6 pax,6,"€155,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Guri,Business class car,3,"€250,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Guri,Businessvan 5 pax,5,"€230,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Guri,Standard class car,3,"€162,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Guri,Standard Minibus 9pax,9,"€290,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Guri,Standard minivan 6 pax,6,"€185,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Gwacheon,Business class car,3,"€250,00",EUR,,,,,,
South Korea,Seoul Gimpo Airport (GMP),Gwacheon,Businessvan 5 pax,5,"€230,00",EUR,,,,,,
