"From";"To";"Price";"Lux";"MV 8 pax";"Sprinter";"SUV";"Electric Standard";"Saloon";"Estate";"Executive";"MPV";"MV 6 pax";"MV 7 pax";"Businessvan 5 pax";"Businessvan 6 pax";"Standard Minibus 13pax";"Standard Minibus 9pax";"Minibus 19 pax";"Coach 30 pax";"Coach 45pax"
"Antalya Airport (AYT)";"Bogazkent / Boğazkent";"47";"0";"60";"0";"0";"0";"47";"0";"0";"47";"47";"55";"81";"0";"54";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Camyuva / Çamyuva";"54";"0";"0";"0";"0";"0";"54";"0";"0";"54";"0";"0";"104";"0";"63";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Cirali / Çıralı (Kemer, Antlaya)";"74";"0";"0";"0";"0";"0";"74";"0";"0";"74";"0";"0";"125";"0";"93";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Colakli / Çolaklı";"54";"0";"0";"0";"0";"0";"54";"0";"0";"54";"54";"0";"94";"0";"67";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Denizyaka";"70";"0";"0";"0";"0";"0";"70";"0";"0";"55";"80";"0";"0";"0";"170";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Evrenseki";"47";"0";"0";"0";"0";"0";"47";"0";"0";"47";"47";"0";"93";"0";"61";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Fethiye";"270";"0";"0";"0";"0";"0";"270";"0";"0";"270";"0";"0";"337";"0";"321";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Goynuk / Göynük";"38";"0";"0";"0";"0";"0";"38";"0";"0";"38";"0";"0";"81";"0";"47";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Gundogdu / Gündoğdu";"47";"0";"0";"0";"0";"0";"47";"0";"0";"47";"47";"0";"88";"0";"61";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Incekum";"90";"0";"0";"0";"0";"0";"90";"0";"0";"90";"90";"0";"0";"0";"0";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Kadriye";"40";"0";"0";"0";"0";"0";"40";"0";"0";"40";"40";"0";"67";"0";"47";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Kalkan";"236";"0";"0";"0";"0";"0";"236";"0";"0";"236";"0";"0";"327";"0";"290";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Kargıcak";"135";"0";"0";"0";"0";"0";"135";"0";"0";"135";"0";"0";"189";"0";"169";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Kas / Kaş";"229";"0";"0";"0";"0";"0";"229";"0";"0";"229";"0";"0";"320";"0";"281";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Kemer, Antalia";"47";"0";"0";"0";"0";"0";"47";"0";"0";"47";"0";"0";"95";"0";"60";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Kestel";"90";"0";"0";"0";"0";"0";"90";"0";"0";"90";"90";"0";"0";"0";"0";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Kiris / Kiriş";"54";"0";"0";"0";"0";"0";"54";"0";"0";"54";"0";"0";"101";"0";"61";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Kizilagac / Kızılağaç";"61";"0";"0";"0";"0";"0";"61";"0";"0";"61";"61";"0";"104";"0";"88";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Kizilot";"70";"0";"0";"0";"0";"0";"70";"0";"0";"70";"70";"0";"0";"0";"0";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Konakli";"108";"0";"0";"0";"0";"0";"108";"0";"0";"108";"108";"0";"147";"0";"127";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Konyaalti district, Antalya";"39";"0";"0";"0";"0";"0";"39";"0";"0";"0";"39";"0";"0";"0";"60";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Kumkoy / Kumköy";"53";"0";"0";"0";"0";"0";"53";"0";"0";"53";"53";"0";"94";"0";"67";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Kundu beach";"34";"0";"0";"0";"0";"0";"34";"0";"0";"34";"0";"0";"54";"0";"40";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Lara beach";"35";"0";"0";"0";"0";"0";"35";"0";"0";"0";"0";"0";"35";"0";"60";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Lyka World Links Golf, Antalya";"47";"0";"0";"0";"0";"0";"47";"0";"0";"47";"0";"0";"86";"0";"54";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Mahmutlar";"121";"0";"0";"0";"0";"0";"121";"0";"0";"121";"121";"0";"169";"0";"148";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Manavgat city";"57";"0";"0";"0";"0";"0";"57";"0";"0";"57";"57";"0";"101";"0";"74";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Oba";"90";"0";"0";"0";"0";"0";"90";"0";"0";"90";"90";"0";"0";"0";"0";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Okurcalar";"101";"0";"0";"0";"0";"0";"101";"0";"0";"101";"0";"0";"135";"0";"120";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Payallar";"90";"0";"0";"0";"0";"0";"90";"0";"0";"90";"90";"0";"0";"0";"0";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Side district";"53";"0";"0";"0";"0";"0";"53";"0";"0";"53";"0";"0";"94";"0";"67";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Sorgun";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"80";"0";"0";"0";"170";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Tekirova";"57";"0";"0";"0";"0";"0";"57";"0";"0";"57";"0";"0";"117";"0";"66";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Titreyengol lake";"70";"0";"0";"0";"0";"0";"70";"0";"0";"0";"80";"0";"0";"0";"170";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Tosmur";"90";"0";"0";"0";"0";"0";"90";"0";"0";"90";"90";"0";"0";"0";"0";"0";"0";"0";"0"
"Antalya Airport (AYT)";"Turkler / Türkler";"101";"0";"0";"0";"0";"0";"101";"0";"0";"101";"101";"0";"139";"0";"124";"0";"0";"0";"0"
"Asian Side Central (Kavacik, Atasehir, Umraniye, Kadikoy, Uskudar)";"Istanbul Airport (IST)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72";"0";"0";"0";"91";"0";"0";"0";"0"
"Asian Side Central (Kavacik, Atasehir, Umraniye, Kadikoy, Uskudar)";"Istanbul Sabiha Gokcen Airport (SAW)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"0";"91";"0";"0";"0";"0"
"Asian Side Outskirts (Maltepe, Kartal, Kurtkoy, Sabiha Gokcen Airport)";"Istanbul Airport (IST)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"0";"0";"0";"100";"0";"0";"0";"0"
"Asian Side Outskirts (Maltepe, Kartal, Kurtkoy, Sabiha Gokcen Airport)";"Istanbul Sabiha Gokcen Airport (SAW)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72";"0";"0";"0";"91";"0";"0";"0";"0"
"Bursa";"Anadolu transfer";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"318";"0";"0";"0";"460";"0";"0";"0";"0"
"Dalaman Airport (DLM)";"Bozburun (Marmaris)";"130";"0";"0";"0";"0";"0";"130";"0";"0";"130";"130";"0";"0";"0";"0";"0";"0";"0";"0"
"Dalaman Airport (DLM)";"Datça";"130";"0";"0";"0";"0";"0";"130";"0";"0";"130";"130";"0";"0";"0";"0";"0";"0";"0";"0"
"Dalaman Airport (DLM)";"Hisarönü (Marmaris)";"130";"0";"0";"0";"0";"0";"130";"0";"0";"130";"130";"0";"0";"0";"0";"0";"0";"0";"0"
"Dalaman Airport (DLM)";"Marmaris";"75";"0";"0";"0";"0";"0";"75";"0";"0";"85";"85";"0";"0";"0";"0";"0";"0";"0";"0"
"Dalaman Airport (DLM)";"Selimiye (Marmaris)";"130";"0";"0";"0";"0";"0";"130";"0";"0";"130";"130";"0";"0";"0";"0";"0";"0";"0";"0"
"Dalaman Airport (DLM)";"Turunç (Marmaris)";"100";"0";"0";"0";"0";"0";"100";"0";"0";"100";"100";"0";"0";"0";"0";"0";"0";"0";"0"
"European Side Central (Levent, Besiktas, Maslak, Taksim, Ortakoy)";"Istanbul Airport (IST)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"0";"83";"0";"0";"0";"0"
"European Side Central (Levent, Besiktas, Maslak, Taksim, Ortakoy)";"Istanbul Sabiha Gokcen Airport (SAW)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80";"0";"0";"0";"100";"0";"0";"0";"0"
"European Side";"Asian Side Central (Kavacik, Atasehir, Umraniye, Kadikoy, Uskudar)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"56";"0";"0";"0";"69";"0";"0";"0";"0"
"European Side";"Cerkezkoy daily trip";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"0";"460";"0";"0";"0";"0"
"European Side";"European Side Central (Levent, Besiktas, Sisli, Maslak, Taksim, Ortakoy)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"56";"0";"0";"0";"69";"0";"0";"0";"0"
"European Side";"Night tour European Side to Asian Side restaurant round trip";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"175";"0";"0";"0";"224";"0";"0";"0";"0"
"European Side";"Night tour within European Side restaurant round trip";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"159";"0";"0";"0";"230";"0";"0";"0";"0"
"Gebze - Dilovasi";"Istanbul Airport (IST)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"83";"0";"0";"0";"100";"0";"0";"0";"0"
"Gebze - Dilovasi";"Istanbul Sabiha Gokcen Airport (SAW)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"0";"75";"0";"0";"0";"0"
"Ikitelli, Bakirkoy, Bahcelievler, Beylikduzu";"Istanbul Airport (IST)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"0";"83";"0";"0";"0";"0"
"Ikitelli, Bakirkoy, Bahcelievler, Beylikduzu";"Istanbul Sabiha Gokcen Airport (SAW)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"0";"0";"0";"116";"0";"0";"0";"0"
"Istanbul Airport (IST)";"Asian Side Central (Kavacik, Atasehir, Umraniye, Kadikoy, Uskudar)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72";"0";"0";"0";"91";"0";"0";"0";"0"
"Istanbul Airport (IST)";"Asian Side Outskirts (Maltepe, Kartal, Kurtkoy, Sabiha Gokcen Airport)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"0";"0";"0";"100";"0";"0";"0";"0"
"Istanbul Airport (IST)";"Cerkezkoy transfer";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"191";"0";"0";"0";"269";"0";"0";"0";"0"
"Istanbul Airport (IST)";"European Side Central (Levent, Besiktas, Maslak, Taksim, Ortakoy)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"0";"83";"0";"0";"0";"0"
"Istanbul Airport (IST)";"Gebze - Dilovasi";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"83";"0";"0";"0";"100";"0";"0";"0";"0"
"Istanbul Airport (IST)";"Ikitelli, Bakirkoy, Bahcelievler, Beylikduzu";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"0";"83";"0";"0";"0";"0"
"Istanbul Airport (IST)";"Tarabya, Sariyer, Zekeriyakoy";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"0";"83";"0";"0";"0";"0"
"Istanbul Sabiha Gokcen Airport (SAW)";"Asian Side Central (Kavacik, Atasehir, Umraniye, Kadikoy, Uskudar)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"0";"91";"0";"0";"0";"0"
"Istanbul Sabiha Gokcen Airport (SAW)";"Asian Side Outskirts (Maltepe, Kartal, Kurtkoy, Sabiha Gokcen Airport)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72";"0";"0";"0";"91";"0";"0";"0";"0"
"Istanbul Sabiha Gokcen Airport (SAW)";"Cerkezkoy transfer";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"254";"0";"0";"0";"345";"0";"0";"0";"0"
"Istanbul Sabiha Gokcen Airport (SAW)";"European Side Central (Levent, Besiktas, Maslak, Taksim, Ortakoy)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80";"0";"0";"0";"100";"0";"0";"0";"0"
"Istanbul Sabiha Gokcen Airport (SAW)";"Gebze - Dilovasi";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"0";"75";"0";"0";"0";"0"
"Istanbul Sabiha Gokcen Airport (SAW)";"Ikitelli, Bakirkoy, Bahcelievler, Beylikduzu";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"0";"0";"0";"116";"0";"0";"0";"0"
"Istanbul Sabiha Gokcen Airport (SAW)";"Tarabya, Sariyer, Zekeriyakoy";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80";"0";"0";"0";"108";"0";"0";"0";"0"
"Istanbul";"Bursa daily trip";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"444";"0";"0";"0";"613";"0";"0";"0";"0"
"Izmir Adnan Menderes Airport (ADB)";"Kusadası";"78";"0";"0";"0";"0";"0";"78";"0";"0";"78";"78";"0";"0";"0";"0";"0";"0";"0";"0"
"Milas–Bodrum International Airport (BJV)";"Kusadası";"0";"0";"0";"0";"0";"0";"0";"0";"0";"115";"115";"0";"0";"0";"0";"0";"0";"0";"0"
"Milas–Bodrum International Airport (BJV)";"Torba";"38";"0";"0";"0";"0";"0";"38";"0";"0";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Tarabya, Sariyer, Zekeriyakoy";"Istanbul Airport (IST)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"0";"83";"0";"0";"0";"0"
"Tarabya, Sariyer, Zekeriyakoy";"Istanbul Sabiha Gokcen Airport (SAW)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80";"0";"0";"0";"108";"0";"0";"0";"0"
"Ashgabat International Airport (ASB)";"Ashgabat";"54";"0";"0";"0";"0";"0";"54";"0";"0";"0";"0";"66";"0";"0";"0";"0";"0";"0";"0"
"Entebbe International Airport (EBB)";"Entebbe";"0";"0";"72";"0";"0";"0";"0";"0";"0";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Dnipropetrovsk International Airport (DNK)";"Dnipro";"38";"0";"0";"0";"0";"0";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Havryshivka Vinnytsia International Airport (VIN)";"Vinnytsia";"38";"0";"0";"0";"0";"0";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Kharkiv International Airport (HRK)";"Kharkiv";"38";"0";"0";"0";"0";"0";"38";"0";"73";"0";"0";"66";"0";"0";"0";"0";"0";"0";"0"
"Kiev Boryspil International Airport (KBP)";"Kiev City center";"20";"95";"0";"84";"0";"0";"20";"0";"40";"0";"0";"36";"0";"0";"0";"0";"0";"0";"0"
"Kiev Zhuliany International Airport (IEV)";"Kiev City center";"20";"95";"0";"84";"0";"0";"20";"0";"40";"0";"0";"36";"0";"0";"0";"0";"0";"0";"0"
"Kropyvnytskyi Airport (KGO)";"Kropyvnytskyi";"38";"0";"0";"0";"0";"0";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Lviv Danylo Halytskyi International Airport (LWO)";"Lviv";"38";"0";"0";"0";"0";"0";"38";"0";"66";"0";"0";"73";"0";"0";"0";"0";"0";"0";"0"
"Nicolaev (Mykolaiv) International Airport (NLV)";"Nikolaev (Mykolaiv)";"37";"0";"0";"0";"0";"0";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Odessa International Airport (ODS)";"Odessa";"40";"0";"0";"0";"0";"0";"40";"0";"73";"0";"0";"66";"0";"0";"0";"0";"0";"0";"0"
"Poltava Airport (PLV)";"Poltava";"37";"0";"0";"0";"0";"0";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Uzhhorod International Airport (UDJ)";"Uzhhorod";"37";"0";"0";"0";"0";"0";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Zhytomyr International Airport (ZTR)";"Zhytomyr";"37";"0";"0";"0";"0";"0";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Abu Dhabi International Airport (AUH)";"Abu Dhabi";"42";"0";"74";"0";"0";"0";"42";"0";"0";"0";"0";"56";"0";"0";"0";"0";"0";"0";"0"
"Abu Dhabi International Airport (AUH)";"Ajman";"151";"0";"261";"0";"0";"0";"151";"0";"0";"0";"0";"151";"0";"0";"0";"0";"0";"0";"0"
"Abu Dhabi International Airport (AUH)";"Al Ain";"126";"0";"205";"0";"0";"0";"126";"0";"0";"0";"0";"126";"0";"0";"0";"0";"0";"0";"0"
"Abu Dhabi International Airport (AUH)";"Al Ruwais";"197";"0";"335";"0";"0";"0";"197";"0";"0";"0";"0";"197";"0";"0";"0";"0";"0";"0";"0"
"Abu Dhabi International Airport (AUH)";"Al Sila";"270";"0";"447";"0";"0";"0";"270";"0";"0";"0";"0";"270";"0";"0";"0";"0";"0";"0";"0"
"Abu Dhabi International Airport (AUH)";"Downtown Dubai";"121";"0";"205";"0";"0";"0";"121";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Abu Dhabi International Airport (AUH)";"Dubai international Airport (DXB)";"105";"0";"0";"0";"182";"0";"105";"0";"0";"105";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Abu Dhabi International Airport (AUH)";"Fujairah";"197";"0";"335";"0";"0";"0";"197";"0";"0";"0";"0";"197";"0";"0";"0";"0";"0";"0";"0"
"Abu Dhabi International Airport (AUH)";"Ras Al Khaimah";"197";"0";"335";"0";"0";"0";"197";"0";"0";"0";"0";"197";"0";"0";"0";"0";"0";"0";"0"
"Abu Dhabi International Airport (AUH)";"Sharjah";"142";"0";"242";"0";"0";"0";"142";"0";"0";"0";"0";"142";"0";"0";"0";"0";"0";"0";"0"
"Abu Dhabi International Airport (AUH)";"Umm Al Quwain";"163";"0";"261";"0";"0";"0";"163";"0";"0";"0";"0";"163";"0";"0";"0";"0";"0";"0";"0"
"Dubai Al Maktoum Airport (DWC)";"Dubai international Airport (DXB)";"49";"208";"82";"0";"116";"72";"49";"0";"178";"49";"0";"0";"89";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Abu Dhabi International Airport (AUH)";"105";"0";"0";"0";"182";"0";"105";"0";"0";"105";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Ajman";"52";"238";"75";"0";"149";"76";"52";"0";"208";"52";"0";"0";"119";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Al Ain";"77";"297";"111";"0";"175";"0";"77";"0";"208";"77";"0";"0";"178";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Al Barsha, Dubai";"28";"178";"60";"0";"83";"0";"28";"0";"118";"40";"0";"0";"75";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Al Quoz, Dubai";"34";"118";"63";"0";"78";"44";"34";"0";"53";"34";"0";"0";"78";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Bur Dubai Area";"23";"149";"65";"0";"65";"0";"23";"0";"89";"65";"0";"0";"75";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Deira Dubai";"23";"149";"65";"0";"65";"0";"23";"0";"89";"65";"0";"0";"75";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Discovery Gardens Dubai";"36";"178";"48";"0";"107";"0";"36";"0";"149";"36";"0";"0";"89";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Downtown Dubai";"30";"205";"82";"0";"82";"0";"30";"0";"136";"40";"0";"0";"69";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Dubai Al Maktoum Airport (DWC)";"49";"208";"82";"0";"116";"72";"49";"0";"178";"49";"0";"0";"89";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Dubai Investments Park";"36";"178";"48";"0";"107";"0";"36";"0";"149";"36";"0";"0";"89";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Dubai Marina";"34";"205";"43";"0";"96";"0";"34";"0";"137";"34";"0";"0";"86";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Dubai N-E Outskirts";"34";"118";"63";"0";"78";"44";"34";"0";"53";"34";"0";"0";"78";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Dubai Parks and Resorts";"65";"190";"108";"0";"118";"72";"65";"0";"95";"65";"0";"0";"118";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Fujairah International Airport (FJR)";"102";"276";"158";"0";"236";"109";"102";"0";"162";"102";"0";"0";"236";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Ghantoot";"50";"208";"82";"0";"116";"0";"50";"0";"178";"50";"0";"0";"89";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Global Village, Dubai";"34";"118";"63";"0";"78";"44";"34";"0";"53";"45";"0";"0";"78";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"JVC Dubai";"60";"172";"99";"0";"112";"65";"60";"0";"67";"60";"0";"0";"112";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Mina Jebel Ali, Dubai";"54";"240";"99";"0";"133";"65";"54";"0";"205";"54";"0";"0";"112";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Palm Jumeirah";"28";"178";"60";"0";"83";"0";"28";"0";"118";"40";"0";"0";"75";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Ras Al Khaimah";"102";"236";"138";"0";"236";"109";"102";"0";"128";"102";"0";"0";"190";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Sharjah";"46";"238";"67";"0";"149";"69";"46";"0";"208";"46";"0";"0";"119";"0";"0";"0";"0";"0";"0"
"Dubai international Airport (DXB)";"Silicon Oasis / International City Dubai";"25";"178";"70";"0";"71";"0";"25";"0";"118";"40";"0";"0";"80";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Abu Dhabi";"147";"0";"0";"0";"174";"0";"147";"0";"0";"0";"0";"161";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Ajman";"44";"0";"0";"0";"67";"0";"44";"0";"0";"0";"0";"52";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Al Barsha, Dubai";"65";"0";"0";"0";"88";"0";"65";"0";"0";"0";"0";"80";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Al Marjan Island";"115";"0";"0";"0";"134";"0";"115";"0";"0";"0";"0";"124";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Bur Dubai Area";"52";"0";"0";"0";"72";"0";"52";"0";"0";"0";"0";"61";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Deira Dubai";"52";"0";"0";"0";"72";"0";"52";"0";"0";"0";"0";"61";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Downtown Dubai";"52";"0";"0";"0";"72";"0";"52";"0";"0";"0";"0";"61";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Dubai Al Maktoum Airport (DWC)";"76";"0";"0";"0";"103";"0";"76";"0";"0";"0";"0";"90";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Dubai international Airport (DXB)";"52";"0";"0";"0";"72";"0";"52";"0";"0";"0";"0";"61";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Dubai Marina";"65";"0";"0";"0";"88";"0";"65";"0";"0";"0";"0";"80";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Fujairah";"92";"0";"0";"0";"107";"0";"92";"0";"0";"0";"0";"101";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Kalba / Qalba";"92";"0";"0";"0";"107";"0";"92";"0";"0";"0";"0";"101";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Khor Fakkan";"92";"0";"0";"0";"107";"0";"92";"0";"0";"0";"0";"101";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Mina Jebel Ali, Dubai";"76";"0";"0";"0";"103";"0";"76";"0";"0";"0";"0";"90";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Palm Jumeirah";"65";"0";"0";"0";"88";"0";"65";"0";"0";"0";"0";"80";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Ras Al Khaimah";"92";"0";"0";"0";"126";"0";"92";"0";"0";"0";"0";"105";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Sharjah";"44";"0";"0";"0";"63";"0";"44";"0";"0";"0";"0";"52";"0";"0";"0";"0";"0";"0";"0"
"Sharjah Airport (SHJ)";"Umm Al Quwain";"74";"0";"0";"0";"92";"0";"74";"0";"0";"0";"0";"86";"0";"0";"0";"0";"0";"0";"0"
"London City Airport (LCY)";"London East";"42";"0";"0";"0";"0";"68";"42";"0";"0";"91";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"London City Airport (LCY)";"London North";"66";"0";"0";"0";"0";"77";"66";"0";"0";"99";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"London City Airport (LCY)";"London North-West";"84";"0";"0";"0";"0";"99";"84";"0";"0";"125";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"London City Airport (LCY)";"London South-East";"42";"0";"0";"0";"0";"68";"42";"0";"0";"91";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"London City Airport (LCY)";"London South-West";"76";"0";"0";"0";"0";"81";"76";"0";"0";"103";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"London City Airport (LCY)";"London West";"82";"0";"0";"0";"0";"96";"82";"0";"0";"121";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"London Gatwick Airport (LGW)";"London East";"96";"0";"0";"0";"0";"102";"96";"0";"0";"171";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"London Gatwick Airport (LGW)";"London North";"104";"0";"0";"0";"0";"113";"104";"0";"0";"187";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"London Gatwick Airport (LGW)";"London North-West";"96";"0";"0";"0";"0";"103";"96";"0";"0";"173";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"London Gatwick Airport (LGW)";"London South-East";"95";"0";"0";"0";"0";"100";"95";"0";"0";"169";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"London Gatwick Airport (LGW)";"London South-West";"76";"0";"0";"0";"0";"79";"76";"0";"0";"121";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"London Gatwick Airport (LGW)";"London West";"94";"0";"0";"0";"0";"99";"94";"0";"0";"167";"0";"0";"0";"0";"0";"0";"0";"0";"0"
