"name","count","countries","cities","roles","samples","etoStatus"
"Moscow","24","Russia","Moscow","to","Moscow Domodedovo International Airport (DME) -> Moscow || Moscow Domodedovo International Airport (DME) -> Moscow || Moscow Domodedovo International Airport (DME) -> Moscow","missing"
