"rowId","country","routeFrom","routeTo","vehicleType","pax","price","currency","source","notes"
"cmm3d3o1z00spk8pp3zrc4ikw","Russia","Kaliningrad Khrabrovo Airport (KGD)","Pionerskiy","First class car","3","252","EUR","base_price_xlsx","pax:3"
"cmm3d3o1z00srk8ppee9zexp0","Russia","Kaliningrad Khrabrovo Airport (KGD)","Pionerskiy","Standard Minibus 16pax","16","192","EUR","base_price_xlsx","pax:16"
"cmm3d3o1z00sqk8ppk3lmcwva","Russia","Kaliningrad Khrabrovo Airport (KGD)","Pionerskiy","Standard class car","3","54","EUR","base_price_xlsx","pax:3"
"cmm3d3o1z00ssk8ppx78hl7y8","Russia","Kaliningrad Khrabrovo Airport (KGD)","Pionerskiy","Standard minivan 7 pax","7","91","EUR","base_price_xlsx","pax:7"
"cmm3d3o1z00stk8pp3z41o4f7","Russia","Kaliningrad Khrabrovo Airport (KGD)","Rybachy","Businessvan 6 pax","6","218","EUR","base_price_xlsx","pax:6"
"cmm3d3o1z00suk8pp82u0tr3d","Russia","Kaliningrad Khrabrovo Airport (KGD)","Rybachy","First class car","3","369","EUR","base_price_xlsx","pax:3"
"cmm3d3o1z00svk8ppm2owl2bs","Russia","Kaliningrad Khrabrovo Airport (KGD)","Rybachy","Standard Minibus 16pax","16","369","EUR","base_price_xlsx","pax:16"
"cmm3d3o1z00swk8pphnes2bji","Russia","Kaliningrad Khrabrovo Airport (KGD)","Rybachy","Standard minivan 7 pax","7","168","EUR","base_price_xlsx","pax:7"
"cmm3d3o1z00sxk8pp512hsxdx","Russia","Kaliningrad Khrabrovo Airport (KGD)","Svetlogorsk","Business class car","3","108","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000syk8pp9mgpi4dh","Russia","Kaliningrad Khrabrovo Airport (KGD)","Svetlogorsk","Businessvan 6 pax","6","109","EUR","base_price_xlsx","pax:6"
"cmm3d3o2000szk8pp6stfr1lm","Russia","Kaliningrad Khrabrovo Airport (KGD)","Svetlogorsk","First class car","3","218","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000t1k8pp0fpn9k0j","Russia","Kaliningrad Khrabrovo Airport (KGD)","Svetlogorsk","Standard Minibus 16pax","16","192","EUR","base_price_xlsx","pax:16"
"cmm3d3o2000t0k8ppvmyrsxfi","Russia","Kaliningrad Khrabrovo Airport (KGD)","Svetlogorsk","Standard class car","3","54","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000t2k8ppm8a0kg1f","Russia","Kaliningrad Khrabrovo Airport (KGD)","Svetlogorsk","Standard minivan 7 pax","7","91","EUR","base_price_xlsx","pax:7"
"cmm3d3o2000t3k8ppxkbboenw","Russia","Kaliningrad Khrabrovo Airport (KGD)","Warsaw","Standard class car","3","302","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000t4k8pphm2yexhw","Russia","Kaliningrad Khrabrovo Airport (KGD)","Warsaw","Standard minivan 7 pax","7","329","EUR","base_price_xlsx","pax:7"
"cmm3d3o2000t5k8ppob5et77h","Russia","Kaliningrad Khrabrovo Airport (KGD)","Yantarny","Business class car","3","126","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000t6k8pphic7bwgm","Russia","Kaliningrad Khrabrovo Airport (KGD)","Yantarny","Businessvan 6 pax","6","165","EUR","base_price_xlsx","pax:6"
"cmm3d3o2000t7k8pp340jo7us","Russia","Kaliningrad Khrabrovo Airport (KGD)","Yantarny","First class car","3","368","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000t8k8ppjpy54f5j","Russia","Kaliningrad Khrabrovo Airport (KGD)","Yantarny","Standard class car","3","76","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000t9k8pp1uyxgbuw","Russia","Kaliningrad Khrabrovo Airport (KGD)","Yantarny","Standard minivan 7 pax","7","126","EUR","base_price_xlsx","pax:7"
"cmm3d3o2000tak8ppuejsggq7","Russia","Kaliningrad Khrabrovo Airport (KGD)","Zelenogradsk","Business class car","3","76","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000tbk8ppooobup4c","Russia","Kaliningrad Khrabrovo Airport (KGD)","Zelenogradsk","Businessvan 6 pax","6","118","EUR","base_price_xlsx","pax:6"
"cmm3d3o2000tck8ppg8057ze2","Russia","Kaliningrad Khrabrovo Airport (KGD)","Zelenogradsk","First class car","3","260","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000tek8ppaapl59bi","Russia","Kaliningrad Khrabrovo Airport (KGD)","Zelenogradsk","Standard Minibus 16pax","16","178","EUR","base_price_xlsx","pax:16"
"cmm3d3o2000tdk8pphgc936c4","Russia","Kaliningrad Khrabrovo Airport (KGD)","Zelenogradsk","Standard class car","3","15","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000tfk8ppj46njcet","Russia","Kaliningrad Khrabrovo Airport (KGD)","Zelenogradsk","Standard minivan 7 pax","7","72","EUR","base_price_xlsx","pax:7"
"cmm3d3o2000tgk8ppnd9a85h2","Russia","Kazan International Airport (KZN)","Elabuga","Standard class car","3","218","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000thk8pp3mmtmirv","Russia","Kazan International Airport (KZN)","Kazan","Businessvan 6 pax","6","151","EUR","base_price_xlsx","pax:6"
"cmm3d3o2000tik8pp2h78kjvi","Russia","Kazan International Airport (KZN)","Kazan","Standard Minibus 16pax","16","151","EUR","base_price_xlsx","pax:16"
"cmm3d3o2000tjk8pp42tosmqr","Russia","Kazan International Airport (KZN)","Naberezhnye Chelny","Standard class car","3","218","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000tkk8ppajxzdphr","Russia","Kazan International Airport (KZN)","Nizhnekamsk","Standard class car","3","218","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000tlk8pp0bl7gfse","Russia","Kemerovo International Airport (KEJ)","Kemerovo","Business class car","3","76","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000tmk8ppb9yq26k6","Russia","Kemerovo International Airport (KEJ)","Kemerovo","Businessvan 6 pax","6","151","EUR","base_price_xlsx","pax:6"
"cmm3d3o2000tnk8ppw65v43it","Russia","Kemerovo International Airport (KEJ)","Kemerovo","First class car","3","151","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000tok8pp3plya7m3","Russia","Kemerovo International Airport (KEJ)","Kemerovo","Standard class car","3","29","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000tpk8pp0jvwvpdm","Russia","Kemerovo International Airport (KEJ)","Kemerovo","Standard minivan 7 pax","7","76","EUR","base_price_xlsx","pax:7"
"cmm3d3o2000tqk8ppdyli1su2","Russia","Khabarovsk Novy Airport (KHV)","Khabarovsk","Business class car","3","84","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000trk8ppd2eg4w29","Russia","Khabarovsk Novy Airport (KHV)","Khabarovsk","First class car","3","165","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000ttk8pp23frt3xy","Russia","Khabarovsk Novy Airport (KHV)","Khabarovsk","Standard Minibus 16pax","16","143","EUR","base_price_xlsx","pax:16"
"cmm3d3o2000tsk8ppu5ao7g9q","Russia","Khabarovsk Novy Airport (KHV)","Khabarovsk","Standard class car","3","42","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000tvk8ppcx4ueity","Russia","Khanty-Mansiysk Airport (HMA)","Khanty-Mansiysk","Standard Minibus 16pax","16","93","EUR","base_price_xlsx","pax:16"
"cmm3d3o2000tuk8pp0pdtx93d","Russia","Khanty-Mansiysk Airport (HMA)","Khanty-Mansiysk","Standard class car","3","25","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000twk8ppdxhwz9au","Russia","Khanty-Mansiysk Airport (HMA)","Khanty-Mansiysk","Standard minivan 7 pax","7","51","EUR","base_price_xlsx","pax:7"
"cmm3d3o2000txk8ppvuvfjzrn","Russia","Kirov Pobedilovo Airport (KVX)","Kirov","Business class car","3","76","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000tyk8ppkh4b7rx5","Russia","Kirov Pobedilovo Airport (KVX)","Kirov","First class car","3","193","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000u0k8ppsalw1luw","Russia","Kirov Pobedilovo Airport (KVX)","Kirov","Standard Minibus 16pax","16","135","EUR","base_price_xlsx","pax:16"
"cmm3d3o2000tzk8ppaaxhnvb5","Russia","Kirov Pobedilovo Airport (KVX)","Kirov","Standard class car","3","31","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000u2k8ppetsrymcd","Russia","Kostroma Airport (KMW)","Kostroma","Standard class car","3","29","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000u1k8ppqdcge27o","Russia","Kostroma Airport (KMW)","Kostroma","Standard class car","3","42","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000u3k8pph9xc5tzz","Russia","Kostroma Airport (KMW)","Kostroma","Standard minivan 7 pax","7","56","EUR","base_price_xlsx","pax:7"
"cmm3d3o2000u4k8ppag0f0g3r","Russia","Krasnodar International Airport (KRR)","Gelendzhik","Standard class car","3","185","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000u5k8pprh81ztnj","Russia","Krasnodar International Airport (KRR)","Krasnodar","Business class car","3","76","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000u6k8pp1fs0zr03","Russia","Krasnodar International Airport (KRR)","Krasnodar","Businessvan 6 pax","6","101","EUR","base_price_xlsx","pax:6"
"cmm3d3o2000u9k8ppsn2ofko7","Russia","Krasnodar International Airport (KRR)","Krasnodar","Standard Minibus 16pax","16","118","EUR","base_price_xlsx","pax:16"
"cmm3d3o2000u7k8pp2ht6sfs2","Russia","Krasnodar International Airport (KRR)","Krasnodar","Standard class car","3","42","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000u8k8ppheamxlz3","Russia","Krasnodar International Airport (KRR)","Krasnodar","Standard class car","3","31","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000uak8ppwublsp2u","Russia","Krasnoyarsk Yemelyanovo Airport (KJA)","Krasnoyarsk","Business class car","3","76","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000ubk8ppvpqez77x","Russia","Krasnoyarsk Yemelyanovo Airport (KJA)","Krasnoyarsk","Businessvan 6 pax","6","185","EUR","base_price_xlsx","pax:6"
"cmm3d3o2000uck8ppkdypc3h7","Russia","Krasnoyarsk Yemelyanovo Airport (KJA)","Krasnoyarsk","First class car","3","209","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000ufk8ppkiz59jrr","Russia","Krasnoyarsk Yemelyanovo Airport (KJA)","Krasnoyarsk","Standard Minibus 16pax","16","185","EUR","base_price_xlsx","pax:16"
"cmm3d3o2000udk8pp8sccltqq","Russia","Krasnoyarsk Yemelyanovo Airport (KJA)","Krasnoyarsk","Standard class car","3","61","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000uek8pp6jfm6mms","Russia","Krasnoyarsk Yemelyanovo Airport (KJA)","Krasnoyarsk","Standard class car","3","42","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000uhk8pppbfng26b","Russia","Kursk Vostochny Airport (URS)","Kursk","Standard Minibus 16pax","16","109","EUR","base_price_xlsx","pax:16"
"cmm3d3o2000ugk8pp20q0k4ki","Russia","Kursk Vostochny Airport (URS)","Kursk","Standard class car","3","29","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000uik8ppstmnu2yn","Russia","Kursk Vostochny Airport (URS)","Kursk","Standard minivan 7 pax","7","59","EUR","base_price_xlsx","pax:7"
"cmm3d3o2000ujk8ppkw9rnjgx","Russia","Lipetsk Airport (LPK)","Lipetsk","Business class car","3","82","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000ukk8ppvsu49oe4","Russia","Lipetsk Airport (LPK)","Lipetsk","Standard class car","3","29","EUR","base_price_xlsx","pax:3"
"cmm3d3o2000ulk8ppxicumean","Russia","Milas–Bodrum International Airport (BJV)","Bodrum","Businessvan 5 pax","5","70","EUR","base_price_xlsx","pax:5"
"cmm3d3o2100uok8ppozaplz6s","Russia","Milas–Bodrum International Airport (BJV)","Bodrum","Standard MPV","5","70","EUR","base_price_xlsx","pax:5"
"cmm3d3o2100unk8ppaogsulxx","Russia","Milas–Bodrum International Airport (BJV)","Bodrum","Standard Minibus 13pax","13","110","EUR","base_price_xlsx","pax:13"
"cmm3d3o2100umk8ppvmj63kf6","Russia","Milas–Bodrum International Airport (BJV)","Bodrum","Standard class car","3","70","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100upk8ppxr92g9x9","Russia","Mineralnye Vody airport (MRV)","Kislovodsk","Business class car","3","93","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100uqk8pp3jysb5vo","Russia","Mineralnye Vody airport (MRV)","Kislovodsk","First class car","3","327","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100utk8pph40fecs5","Russia","Mineralnye Vody airport (MRV)","Kislovodsk","Standard Minibus 16pax","16","161","EUR","base_price_xlsx","pax:16"
"cmm3d3o2100urk8ppz45tt9pe","Russia","Mineralnye Vody airport (MRV)","Kislovodsk","Standard class car","3","67","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100usk8pp82rnb5ej","Russia","Mineralnye Vody airport (MRV)","Kislovodsk","Standard class car","3","42","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100uuk8pplw3iz9v6","Russia","Mineralnye Vody airport (MRV)","Kislovodsk","Standard minivan 7 pax","7","76","EUR","base_price_xlsx","pax:7"
"cmm3d3o2100uvk8pplfezumfd","Russia","Mineralnye Vody airport (MRV)","Mineral'nie Vody","Business class car","3","47","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100uwk8pptr49say3","Russia","Mineralnye Vody airport (MRV)","Mineral'nie Vody","First class car","3","151","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100uyk8ppr1r21v01","Russia","Mineralnye Vody airport (MRV)","Mineral'nie Vody","Standard Minibus 16pax","16","143","EUR","base_price_xlsx","pax:16"
"cmm3d3o2100uxk8ppdcfr7657","Russia","Mineralnye Vody airport (MRV)","Mineral'nie Vody","Standard class car","3","32","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100uzk8ppqvpfd47w","Russia","Mineralnye Vody airport (MRV)","Mineral'nie Vody","Standard minivan 7 pax","7","41","EUR","base_price_xlsx","pax:7"
"cmm3d3o2100v0k8ppnvc7uo4k","Russia","Mineralnye Vody airport (MRV)","Pyatigorsk","Business class car","3","79","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100v1k8pp297hptpq","Russia","Mineralnye Vody airport (MRV)","Pyatigorsk","First class car","3","218","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100v3k8ppp31rr5lg","Russia","Mineralnye Vody airport (MRV)","Pyatigorsk","Standard Minibus 16pax","16","143","EUR","base_price_xlsx","pax:16"
"cmm3d3o2100v2k8pp53laztay","Russia","Mineralnye Vody airport (MRV)","Pyatigorsk","Standard class car","3","36","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100v4k8ppewjnoi00","Russia","Mineralnye Vody airport (MRV)","Pyatigorsk","Standard minivan 7 pax","7","59","EUR","base_price_xlsx","pax:7"
"cmm3d3o2100v5k8ppzwj2o07m","Russia","Moscow Domodedovo International Airport (DME)","Moscow","Business class car","3","74","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100v6k8ppa9aymzua","Russia","Moscow Domodedovo International Airport (DME)","Moscow","Businessvan 6 pax","6","150","EUR","base_price_xlsx","pax:6"
"cmm3d3o2100v7k8pp59w2zken","Russia","Moscow Domodedovo International Airport (DME)","Moscow","First class car","3","158","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100v9k8ppgiy256uz","Russia","Moscow Domodedovo International Airport (DME)","Moscow","Standard Minibus 16pax","16","158","EUR","base_price_xlsx","pax:16"
"cmm3d3o2100v8k8ppt2sy7wd4","Russia","Moscow Domodedovo International Airport (DME)","Moscow","Standard class car","3","52","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100vak8ppug434y3e","Russia","Moscow Domodedovo International Airport (DME)","Moscow","Standard minivan 8 pax","8","108","EUR","base_price_xlsx","pax:8"
"cmm3d3o2100vbk8ppya4r33kk","Russia","Moscow Domodedovo International Airport (DME)","Moscow Sheremetyevo International Airport (SVO)","Business class car","3","95","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100vck8ppjx948yxc","Russia","Moscow Domodedovo International Airport (DME)","Moscow Sheremetyevo International Airport (SVO)","Businessvan 6 pax","6","184","EUR","base_price_xlsx","pax:6"
"cmm3d3o2100vdk8ppb9hz01at","Russia","Moscow Domodedovo International Airport (DME)","Moscow Sheremetyevo International Airport (SVO)","First class car","3","174","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100vfk8pprvijuabm","Russia","Moscow Domodedovo International Airport (DME)","Moscow Sheremetyevo International Airport (SVO)","Standard Minibus 16pax","16","174","EUR","base_price_xlsx","pax:16"
"cmm3d3o2100vek8pphtw9ln17","Russia","Moscow Domodedovo International Airport (DME)","Moscow Sheremetyevo International Airport (SVO)","Standard class car","3","70","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100vgk8ppswkfa4n0","Russia","Moscow Domodedovo International Airport (DME)","Moscow Sheremetyevo International Airport (SVO)","Standard minivan 8 pax","8","162","EUR","base_price_xlsx","pax:8"
"cmm3d3o2100vhk8ppyf31k17y","Russia","Moscow Domodedovo International Airport (DME)","Moscow Vnukovo International Airport (VKO)","Business class car","3","95","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100vik8pp92471yn5","Russia","Moscow Domodedovo International Airport (DME)","Moscow Vnukovo International Airport (VKO)","Businessvan 6 pax","6","184","EUR","base_price_xlsx","pax:6"
"cmm3d3o2100vjk8ppann99yb8","Russia","Moscow Domodedovo International Airport (DME)","Moscow Vnukovo International Airport (VKO)","First class car","3","174","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100vlk8pporm1na41","Russia","Moscow Domodedovo International Airport (DME)","Moscow Vnukovo International Airport (VKO)","Standard Minibus 16pax","16","174","EUR","base_price_xlsx","pax:16"
"cmm3d3o2100vkk8ppd4undj4d","Russia","Moscow Domodedovo International Airport (DME)","Moscow Vnukovo International Airport (VKO)","Standard class car","3","70","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100vmk8ppyiegnkgb","Russia","Moscow Domodedovo International Airport (DME)","Moscow Vnukovo International Airport (VKO)","Standard minivan 8 pax","8","162","EUR","base_price_xlsx","pax:8"
"cmm3d3o2100vnk8ppb0a7w6hn","Russia","Moscow Domodedovo International Airport (DME)","Moscow Zhukovsky International Airport (ZIA)","Business class car","3","95","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100vok8ppbx4gpp06","Russia","Moscow Domodedovo International Airport (DME)","Moscow Zhukovsky International Airport (ZIA)","Businessvan 6 pax","6","184","EUR","base_price_xlsx","pax:6"
"cmm3d3o2100vpk8pp3xd1s48u","Russia","Moscow Domodedovo International Airport (DME)","Moscow Zhukovsky International Airport (ZIA)","First class car","3","174","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100vrk8ppxisrx6zu","Russia","Moscow Domodedovo International Airport (DME)","Moscow Zhukovsky International Airport (ZIA)","Standard Minibus 16pax","16","174","EUR","base_price_xlsx","pax:16"
"cmm3d3o2100vqk8ppjkgit0rd","Russia","Moscow Domodedovo International Airport (DME)","Moscow Zhukovsky International Airport (ZIA)","Standard class car","3","70","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100vsk8pp4bo6096c","Russia","Moscow Domodedovo International Airport (DME)","Moscow Zhukovsky International Airport (ZIA)","Standard minivan 8 pax","8","162","EUR","base_price_xlsx","pax:8"
"cmm3d3o2100vtk8pp9lyb31ds","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow","Business class car","3","74","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100vuk8pp0o1qz2s5","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow","Businessvan 6 pax","6","150","EUR","base_price_xlsx","pax:6"
"cmm3d3o2100vvk8ppsgsc8x4v","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow","First class car","3","158","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100vxk8pppkupsetv","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow","Standard Minibus 16pax","16","158","EUR","base_price_xlsx","pax:16"
"cmm3d3o2100vwk8ppj05lu5cg","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow","Standard class car","3","52","EUR","base_price_xlsx","pax:3"
"cmm3d3o2100vyk8ppe5r2k3ln","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow","Standard minivan 8 pax","8","108","EUR","base_price_xlsx","pax:8"
"cmm3d3o2100vzk8pp8jnri5ug","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Domodedovo International Airport (DME)","Business class car","3","95","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200w0k8pppcbgvco7","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Domodedovo International Airport (DME)","Businessvan 6 pax","6","184","EUR","base_price_xlsx","pax:6"
"cmm3d3o2200w1k8ppw9dzbe5n","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Domodedovo International Airport (DME)","First class car","3","174","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200w3k8ppa4m1h51o","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Domodedovo International Airport (DME)","Standard Minibus 16pax","16","174","EUR","base_price_xlsx","pax:16"
"cmm3d3o2200w2k8ppqyxb7mqu","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Domodedovo International Airport (DME)","Standard class car","3","70","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200w4k8ppac027882","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Domodedovo International Airport (DME)","Standard minivan 8 pax","8","162","EUR","base_price_xlsx","pax:8"
"cmm3d3o2200w5k8pprtstto28","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Vnukovo International Airport (VKO)","Business class car","3","95","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200w6k8ppl5n8g0jj","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Vnukovo International Airport (VKO)","Businessvan 6 pax","6","184","EUR","base_price_xlsx","pax:6"
"cmm3d3o2200w7k8ppxu4d3em0","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Vnukovo International Airport (VKO)","First class car","3","174","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200w9k8pp8rgji0ia","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Vnukovo International Airport (VKO)","Standard Minibus 16pax","16","174","EUR","base_price_xlsx","pax:16"
"cmm3d3o2200w8k8pp3kscse8g","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Vnukovo International Airport (VKO)","Standard class car","3","70","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200wak8ppd838zvro","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Vnukovo International Airport (VKO)","Standard minivan 8 pax","8","162","EUR","base_price_xlsx","pax:8"
"cmm3d3o2200wbk8ppffstw8tw","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Zhukovsky International Airport (ZIA)","Business class car","3","95","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200wck8ppdkr6sihj","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Zhukovsky International Airport (ZIA)","Businessvan 6 pax","6","184","EUR","base_price_xlsx","pax:6"
"cmm3d3o2200wdk8ppy861ym8h","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Zhukovsky International Airport (ZIA)","First class car","3","174","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200wfk8ppkohfvba8","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Zhukovsky International Airport (ZIA)","Standard Minibus 16pax","16","174","EUR","base_price_xlsx","pax:16"
"cmm3d3o2200wek8ppjp0ncdpj","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Zhukovsky International Airport (ZIA)","Standard class car","3","70","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200wgk8ppe3lidkvb","Russia","Moscow Sheremetyevo International Airport (SVO)","Moscow Zhukovsky International Airport (ZIA)","Standard minivan 8 pax","8","162","EUR","base_price_xlsx","pax:8"
"cmm3d3o2200whk8ppwkl8wf5g","Russia","Moscow Sheremetyevo International Airport (SVO)","Sheraton Moscow Sheremetyevo Airport","Standard class car","3","44","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200wik8pp5upj3p7g","Russia","Moscow Vnukovo International Airport (VKO)","Moscow","Business class car","3","74","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200wjk8pppwtg8hnp","Russia","Moscow Vnukovo International Airport (VKO)","Moscow","Businessvan 6 pax","6","150","EUR","base_price_xlsx","pax:6"
"cmm3d3o2200wkk8pp4hwpnedl","Russia","Moscow Vnukovo International Airport (VKO)","Moscow","First class car","3","158","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200wmk8ppb34w6nw6","Russia","Moscow Vnukovo International Airport (VKO)","Moscow","Standard Minibus 16pax","16","158","EUR","base_price_xlsx","pax:16"
"cmm3d3o2200wlk8pptvboi2r3","Russia","Moscow Vnukovo International Airport (VKO)","Moscow","Standard class car","3","52","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200wnk8ppmjtkgubc","Russia","Moscow Vnukovo International Airport (VKO)","Moscow","Standard minivan 8 pax","8","108","EUR","base_price_xlsx","pax:8"
"cmm3d3o2200wok8ppom7agh5u","Russia","Moscow Vnukovo International Airport (VKO)","Moscow Domodedovo International Airport (DME)","Business class car","3","95","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200wpk8ppzf2r0hsn","Russia","Moscow Vnukovo International Airport (VKO)","Moscow Domodedovo International Airport (DME)","Businessvan 6 pax","6","184","EUR","base_price_xlsx","pax:6"
"cmm3d3o2200wqk8ppfq5nxz3t","Russia","Moscow Vnukovo International Airport (VKO)","Moscow Domodedovo International Airport (DME)","First class car","3","174","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200wsk8ppl7cocznn","Russia","Moscow Vnukovo International Airport (VKO)","Moscow Domodedovo International Airport (DME)","Standard Minibus 16pax","16","174","EUR","base_price_xlsx","pax:16"
"cmm3d3o2200wrk8ppur1j9jhm","Russia","Moscow Vnukovo International Airport (VKO)","Moscow Domodedovo International Airport (DME)","Standard class car","3","70","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200wtk8pp6nfpl4dp","Russia","Moscow Vnukovo International Airport (VKO)","Moscow Domodedovo International Airport (DME)","Standard minivan 8 pax","8","162","EUR","base_price_xlsx","pax:8"
"cmm3d3o2200wuk8pp2rizqdk5","Russia","Moscow Vnukovo International Airport (VKO)","Moscow Sheremetyevo International Airport (SVO)","Business class car","3","95","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200wvk8ppopltnf6c","Russia","Moscow Vnukovo International Airport (VKO)","Moscow Sheremetyevo International Airport (SVO)","Businessvan 6 pax","6","184","EUR","base_price_xlsx","pax:6"
"cmm3d3o2200wwk8ppe3905wa3","Russia","Moscow Vnukovo International Airport (VKO)","Moscow Sheremetyevo International Airport (SVO)","First class car","3","174","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200wyk8ppwuzm93wb","Russia","Moscow Vnukovo International Airport (VKO)","Moscow Sheremetyevo International Airport (SVO)","Standard Minibus 16pax","16","174","EUR","base_price_xlsx","pax:16"
"cmm3d3o2200wxk8ppp7lezhpp","Russia","Moscow Vnukovo International Airport (VKO)","Moscow Sheremetyevo International Airport (SVO)","Standard class car","3","70","EUR","base_price_xlsx","pax:3"
"cmm3d3o2200wzk8ppy266kikt","Russia","Moscow Vnukovo International Airport (VKO)","Moscow Sheremetyevo International Airport (SVO)","Standard minivan 8 pax","8","162","EUR","base_price_xlsx","pax:8"
