"country","city","routeFrom","routeTo","vehicleType","fixedPrice","currency","source","notes","reason"
"United States of America","Pomona","John Wayne Airport (SNA)","Pomona","First class car","204.96","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Pomona","John Wayne Airport (SNA)","Pomona","SUV","85.82","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","Pomona","John Wayne Airport (SNA)","Pomona","Standard MPV","85.82","EUR","base_price_xlsx","pax:4","archive_exclude_from_eto"
"United States of America","Pomona","John Wayne Airport (SNA)","Pomona","Standard class car","76.71999999999998","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Pomona","John Wayne Airport (SNA)","Pomona","Standard e-vehicle 3 pax","107.94","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Pomona","Los Angeles Airport (LAX)","Pomona","Business class car","97","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Pomona","Los Angeles Airport (LAX)","Pomona","Businessvan 6 pax","140","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","Pomona","Los Angeles Airport (LAX)","Pomona","First class car","227","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Pomona","Los Angeles Airport (LAX)","Pomona","SUV","94","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","San Bernardino","John Wayne Airport (SNA)","San Bernardino","Business class car","104.44","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Bernardino","John Wayne Airport (SNA)","San Bernardino","Businessvan 6 pax","153.02","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","San Bernardino","John Wayne Airport (SNA)","San Bernardino","First class car","258.86","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Bernardino","John Wayne Airport (SNA)","San Bernardino","SUV","106.12","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","San Bernardino","John Wayne Airport (SNA)","San Bernardino","Standard MPV","106.12","EUR","base_price_xlsx","pax:4","archive_exclude_from_eto"
"United States of America","San Bernardino","John Wayne Airport (SNA)","San Bernardino","Standard class car","92.11999999999999","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Bernardino","John Wayne Airport (SNA)","San Bernardino","Standard e-vehicle 3 pax","119.14","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Bernardino","Los Angeles Airport (LAX)","San Bernardino","Business class car","173","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Bernardino","Los Angeles Airport (LAX)","San Bernardino","Businessvan 6 pax","256","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","San Bernardino","Los Angeles Airport (LAX)","San Bernardino","First class car","477","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Bernardino","Los Angeles Airport (LAX)","San Bernardino","SUV","191","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","San Clemente","John Wayne Airport (SNA)","San Clemente","Business class car","59.64","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Clemente","John Wayne Airport (SNA)","San Clemente","Businessvan 6 pax","91.77","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","San Clemente","John Wayne Airport (SNA)","San Clemente","First class car","151.06","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Clemente","John Wayne Airport (SNA)","San Clemente","SUV","48.71999999999999","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","San Clemente","John Wayne Airport (SNA)","San Clemente","Standard MPV","48.71999999999999","EUR","base_price_xlsx","pax:4","archive_exclude_from_eto"
"United States of America","San Clemente","John Wayne Airport (SNA)","San Clemente","Standard class car","46.61999999999999","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Clemente","John Wayne Airport (SNA)","San Clemente","Standard e-vehicle 3 pax","79.94","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Diego","John Wayne Airport (SNA)","San Diego","Business class car","198.66","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Diego","John Wayne Airport (SNA)","San Diego","Businessvan 6 pax","294.63","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","San Diego","John Wayne Airport (SNA)","San Diego","First class car","549.9899999999999","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Diego","John Wayne Airport (SNA)","San Diego","SUV","220.08","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","San Diego","John Wayne Airport (SNA)","San Diego","Standard MPV","220.08","EUR","base_price_xlsx","pax:4","archive_exclude_from_eto"
"United States of America","San Diego","John Wayne Airport (SNA)","San Diego","Standard class car","184.38","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Diego","John Wayne Airport (SNA)","San Diego","Standard e-vehicle 3 pax","212.3099999999999","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Diego (0-19 miles)","San Diego International Airport (SAN)","San Diego (0-19 miles)","Business class car","65","EUR","base_price_xlsx","pax:3","excluded_from_place_list"
"United States of America","San Diego (0-19 miles)","San Diego International Airport (SAN)","San Diego (0-19 miles)","Standard MPV","55","EUR","base_price_xlsx","pax:5","excluded_from_place_list"
"United States of America","San Diego (0-19 miles)","San Diego International Airport (SAN)","San Diego (0-19 miles)","Standard class car","45","EUR","base_price_xlsx","pax:3","excluded_from_place_list"
"United States of America","San Diego (0-19 miles)","San Diego International Airport (SAN)","San Diego (0-19 miles)","Standard minivan 6 pax","60","EUR","base_price_xlsx","pax:6","excluded_from_place_list"
"United States of America","San Diego (20-39 miles)","San Diego International Airport (SAN)","San Diego (20-39 miles)","Business class car","100","EUR","base_price_xlsx","pax:3","excluded_from_place_list"
"United States of America","San Diego (20-39 miles)","San Diego International Airport (SAN)","San Diego (20-39 miles)","Standard MPV","80","EUR","base_price_xlsx","pax:5","excluded_from_place_list"
"United States of America","San Diego (20-39 miles)","San Diego International Airport (SAN)","San Diego (20-39 miles)","Standard class car","70","EUR","base_price_xlsx","pax:3","excluded_from_place_list"
"United States of America","San Diego (20-39 miles)","San Diego International Airport (SAN)","San Diego (20-39 miles)","Standard minivan 6 pax","85","EUR","base_price_xlsx","pax:6","excluded_from_place_list"
"United States of America","San Diego (40-59 miles)","San Diego International Airport (SAN)","San Diego (40-59 miles)","Business class car","150","EUR","base_price_xlsx","pax:3","excluded_from_place_list"
"United States of America","San Diego (40-59 miles)","San Diego International Airport (SAN)","San Diego (40-59 miles)","Standard MPV","115","EUR","base_price_xlsx","pax:5","excluded_from_place_list"
"United States of America","San Diego (40-59 miles)","San Diego International Airport (SAN)","San Diego (40-59 miles)","Standard class car","110","EUR","base_price_xlsx","pax:3","excluded_from_place_list"
"United States of America","San Diego (40-59 miles)","San Diego International Airport (SAN)","San Diego (40-59 miles)","Standard minivan 6 pax","120","EUR","base_price_xlsx","pax:6","excluded_from_place_list"
"United States of America","San Fernando","John Wayne Airport (SNA)","San Fernando","Business class car","143.4766666666666","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Fernando","John Wayne Airport (SNA)","San Fernando","Businessvan 6 pax","212.7883333333333","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","San Fernando","John Wayne Airport (SNA)","San Fernando","First class car","397.2149999999999","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Fernando","John Wayne Airport (SNA)","San Fernando","SUV","158.9466666666667","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","San Fernando","John Wayne Airport (SNA)","San Fernando","Standard MPV","158.9466666666667","EUR","base_price_xlsx","pax:4","archive_exclude_from_eto"
"United States of America","San Fernando","John Wayne Airport (SNA)","San Fernando","Standard class car","133.1633333333333","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Fernando","John Wayne Airport (SNA)","San Fernando","Standard e-vehicle 3 pax","153.335","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Fernando","Los Angeles Airport (LAX)","San Fernando","Business class car","57","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Fernando","Los Angeles Airport (LAX)","San Fernando","Businessvan 6 pax","89","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","San Fernando","Los Angeles Airport (LAX)","San Fernando","First class car","152","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Fernando","Los Angeles Airport (LAX)","San Fernando","SUV","46","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","San Francisco","John Wayne Airport (SNA)","San Francisco","Business class car","927.0799999999998","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Francisco","John Wayne Airport (SNA)","San Francisco","Business class car","927.0799999999998","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Francisco","John Wayne Airport (SNA)","San Francisco","Businessvan 6 pax","1374.94","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","San Francisco","John Wayne Airport (SNA)","San Francisco","SUV","1027.04","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","San Francisco","John Wayne Airport (SNA)","San Francisco","Standard MPV","1027.04","EUR","base_price_xlsx","pax:4","archive_exclude_from_eto"
"United States of America","San Francisco","John Wayne Airport (SNA)","San Francisco","Standard class car","860.4399999999998","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Francisco","John Wayne Airport (SNA)","San Francisco","Standard e-vehicle 3 pax","990.7799999999999","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Marcos+Rancho Santa Fe+Escondido","John Wayne Airport (SNA)","San Marcos+Rancho Santa Fe+Escondido","Business class car","165.55","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Marcos+Rancho Santa Fe+Escondido","John Wayne Airport (SNA)","San Marcos+Rancho Santa Fe+Escondido","Businessvan 6 pax","245.525","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","San Marcos+Rancho Santa Fe+Escondido","John Wayne Airport (SNA)","San Marcos+Rancho Santa Fe+Escondido","First class car","458.325","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Marcos+Rancho Santa Fe+Escondido","John Wayne Airport (SNA)","San Marcos+Rancho Santa Fe+Escondido","SUV","183.4","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","San Marcos+Rancho Santa Fe+Escondido","John Wayne Airport (SNA)","San Marcos+Rancho Santa Fe+Escondido","Standard MPV","183.4","EUR","base_price_xlsx","pax:4","archive_exclude_from_eto"
"United States of America","San Marcos+Rancho Santa Fe+Escondido","John Wayne Airport (SNA)","San Marcos+Rancho Santa Fe+Escondido","Standard class car","153.65","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","San Marcos+Rancho Santa Fe+Escondido","John Wayne Airport (SNA)","San Marcos+Rancho Santa Fe+Escondido","Standard e-vehicle 3 pax","176.925","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Santa Barbara+Carpinteria","John Wayne Airport (SNA)","Santa Barbara+Carpinteria","Business class car","286.9533333333333","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Santa Barbara+Carpinteria","John Wayne Airport (SNA)","Santa Barbara+Carpinteria","Business class car","286.9533333333333","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Santa Barbara+Carpinteria","John Wayne Airport (SNA)","Santa Barbara+Carpinteria","Businessvan 6 pax","425.5766666666667","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","Santa Barbara+Carpinteria","John Wayne Airport (SNA)","Santa Barbara+Carpinteria","SUV","317.8933333333333","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","Santa Barbara+Carpinteria","John Wayne Airport (SNA)","Santa Barbara+Carpinteria","Standard MPV","317.8933333333333","EUR","base_price_xlsx","pax:4","archive_exclude_from_eto"
"United States of America","Santa Barbara+Carpinteria","John Wayne Airport (SNA)","Santa Barbara+Carpinteria","Standard class car","266.3266666666667","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Santa Barbara+Carpinteria","John Wayne Airport (SNA)","Santa Barbara+Carpinteria","Standard e-vehicle 3 pax","306.67","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Santa Clarita","John Wayne Airport (SNA)","Santa Clarita","Business class car","176.5866666666666","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Santa Clarita","John Wayne Airport (SNA)","Santa Clarita","Businessvan 6 pax","261.8933333333333","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","Santa Clarita","John Wayne Airport (SNA)","Santa Clarita","First class car","488.8799999999999","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Santa Clarita","John Wayne Airport (SNA)","Santa Clarita","SUV","195.6266666666666","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","Santa Clarita","John Wayne Airport (SNA)","Santa Clarita","Standard MPV","195.6266666666666","EUR","base_price_xlsx","pax:4","archive_exclude_from_eto"
"United States of America","Santa Clarita","John Wayne Airport (SNA)","Santa Clarita","Standard class car","163.8933333333333","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Santa Clarita","John Wayne Airport (SNA)","Santa Clarita","Standard e-vehicle 3 pax","188.72","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Santa Monica","John Wayne Airport (SNA)","Santa Monica","Business class car","118.44","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Santa Monica","John Wayne Airport (SNA)","Santa Monica","Businessvan 6 pax","174.72","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","Santa Monica","John Wayne Airport (SNA)","Santa Monica","First class car","312.7599999999999","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Santa Monica","John Wayne Airport (SNA)","Santa Monica","SUV","126.42","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","Santa Monica","John Wayne Airport (SNA)","Santa Monica","Standard MPV","126.42","EUR","base_price_xlsx","pax:4","archive_exclude_from_eto"
"United States of America","Santa Monica","John Wayne Airport (SNA)","Santa Monica","Standard class car","107.52","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Santa Monica","John Wayne Airport (SNA)","Santa Monica","Standard e-vehicle 3 pax","130.34","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Sunland+Tujunga","John Wayne Airport (SNA)","Sunland+Tujunga","Business class car","154.5133333333333","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Sunland+Tujunga","John Wayne Airport (SNA)","Sunland+Tujunga","Businessvan 6 pax","229.1566666666667","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","Sunland+Tujunga","John Wayne Airport (SNA)","Sunland+Tujunga","First class car","427.7699999999999","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Sunland+Tujunga","John Wayne Airport (SNA)","Sunland+Tujunga","SUV","171.1733333333333","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","Sunland+Tujunga","John Wayne Airport (SNA)","Sunland+Tujunga","Standard MPV","171.1733333333333","EUR","base_price_xlsx","pax:4","archive_exclude_from_eto"
"United States of America","Sunland+Tujunga","John Wayne Airport (SNA)","Sunland+Tujunga","Standard class car","143.4066666666667","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Sunland+Tujunga","John Wayne Airport (SNA)","Sunland+Tujunga","Standard e-vehicle 3 pax","165.13","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Thousand Oaks+Simi Valley","John Wayne Airport (SNA)","Thousand Oaks+Simi Valley","Business class car","187.6233333333333","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Thousand Oaks+Simi Valley","John Wayne Airport (SNA)","Thousand Oaks+Simi Valley","Businessvan 6 pax","278.2616666666667","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","Thousand Oaks+Simi Valley","John Wayne Airport (SNA)","Thousand Oaks+Simi Valley","First class car","519.435","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Thousand Oaks+Simi Valley","John Wayne Airport (SNA)","Thousand Oaks+Simi Valley","SUV","207.8533333333333","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","Thousand Oaks+Simi Valley","John Wayne Airport (SNA)","Thousand Oaks+Simi Valley","Standard MPV","207.8533333333333","EUR","base_price_xlsx","pax:4","archive_exclude_from_eto"
"United States of America","Thousand Oaks+Simi Valley","John Wayne Airport (SNA)","Thousand Oaks+Simi Valley","Standard class car","174.1366666666667","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Thousand Oaks+Simi Valley","John Wayne Airport (SNA)","Thousand Oaks+Simi Valley","Standard e-vehicle 3 pax","200.515","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Torrance","Los Angeles Airport (LAX)","Torrance","Business class car","55","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Torrance","Los Angeles Airport (LAX)","Torrance","Businessvan 6 pax","86","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","Torrance","Los Angeles Airport (LAX)","Torrance","First class car","146","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Torrance","Los Angeles Airport (LAX)","Torrance","SUV","44","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
"United States of America","Universal City","Los Angeles Airport (LAX)","Universal City","Business class car","60","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Universal City","Los Angeles Airport (LAX)","Universal City","Businessvan 6 pax","92","EUR","base_price_xlsx","pax:6","archive_exclude_from_eto"
"United States of America","Universal City","Los Angeles Airport (LAX)","Universal City","First class car","152","EUR","base_price_xlsx","pax:3","archive_exclude_from_eto"
"United States of America","Universal City","Los Angeles Airport (LAX)","Universal City","SUV","49","EUR","base_price_xlsx","pax:5","archive_exclude_from_eto"
