"id","country","city","routeFrom","routeTo","vehicleType","fixedPrice","currency","source","notes"
"cmm3d3o0i00h2k8pp7sme222a","Japan","Tokyo (within 23 wards)","Tokyo Haneda Airport (HND)","Tokyo (within 23 wards)","Standard class car","117","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00h4k8ppga6xmc4k","Japan","Tokyo (within 23 wards)","Tokyo Haneda Airport (HND)","Tokyo (within 23 wards)","Standard minivan 6 pax","142","EUR","base_price_xlsx","pax:6"
"cmm3d3o0i00h5k8ppmy26ju0w","Japan","Tokyo (within 23 wards)","Tokyo Haneda Airport (HND)","Tokyo (within 23 wards)","Standard minivan 7 pax","149","EUR","base_price_xlsx","pax:7"
"cmm3d3o0i00hpk8pp6wl0fvs0","Japan","Tokyo (within 23 wards)","Tokyo Narita Airport (NRT)","Tokyo (within 23 wards)","Standard Minibus 9pax","255","EUR","base_price_xlsx","pax:9"
"cmm3d3o0i00hok8pp1oljl2mq","Japan","Tokyo (within 23 wards)","Tokyo Narita Airport (NRT)","Tokyo (within 23 wards)","Standard class car","166","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00hqk8pp4p2l7fxo","Japan","Tokyo (within 23 wards)","Tokyo Narita Airport (NRT)","Tokyo (within 23 wards)","Standard minivan 7 pax","340","EUR","base_price_xlsx","pax:7"
"cmm3d3o0h00gek8ppcz2r5ezk","Japan","Tokyo Haneda Airport (HND)","Tokyo (within 23 wards)","Tokyo Haneda Airport (HND)","Standard Minibus 9pax","148","EUR","base_price_xlsx","pax:9"
"cmm3d3o0h00gdk8ppq2zmvsww","Japan","Tokyo Haneda Airport (HND)","Tokyo (within 23 wards)","Tokyo Haneda Airport (HND)","Standard class car","117","EUR","base_price_xlsx","pax:3"
"cmm3d3o0h00gfk8pplndfgqi3","Japan","Tokyo Haneda Airport (HND)","Tokyo (within 23 wards)","Tokyo Haneda Airport (HND)","Standard minivan 6 pax","142","EUR","base_price_xlsx","pax:6"
"cmm3d3o0h00ghk8ppvrs75bd4","Japan","Tokyo Narita Airport (NRT)","Tokyo (within 23 wards)","Tokyo Narita Airport (NRT)","Standard Minibus 9pax","255","EUR","base_price_xlsx","pax:9"
"cmm3d3o0h00ggk8ppbu4k36eo","Japan","Tokyo Narita Airport (NRT)","Tokyo (within 23 wards)","Tokyo Narita Airport (NRT)","Standard class car","166","EUR","base_price_xlsx","pax:3"
"cmm3d3o0h00gik8pp9b74eagv","Japan","Tokyo Narita Airport (NRT)","Tokyo (within 23 wards)","Tokyo Narita Airport (NRT)","Standard minivan 7 pax","340","EUR","base_price_xlsx","pax:7"
"cmm3d3o0h00gjk8pp0mipmthr","Japan","Tokyo Narita Airport (NRT)","Tokyo (within 23 wards)","Tokyo Narita Airport (NRT)","Standard minivan 7 pax","195","EUR","base_price_xlsx","pax:7"
"cmm3d3o0i00hsk8pp6xjdhzf7","Japan","Yokohama City","Tokyo Narita Airport (NRT)","Yokohama City","Standard Minibus 9pax","390","EUR","base_price_xlsx","pax:9"
"cmm3d3o0i00hrk8ppxalfnbl9","Japan","Yokohama City","Tokyo Narita Airport (NRT)","Yokohama City","Standard class car","325","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00htk8ppeu14udu0","Japan","Yokohama City","Tokyo Narita Airport (NRT)","Yokohama City","Standard minivan 7 pax","367","EUR","base_price_xlsx","pax:7"
"cmm3d3o0h00glk8ppl3i89hhh","Japan","Yokohama port","Tokyo (within 23 wards)","Yokohama port","Standard Minibus 9pax","255","EUR","base_price_xlsx","pax:9"
"cmm3d3o0h00gkk8ppo1mro6ry","Japan","Yokohama port","Tokyo (within 23 wards)","Yokohama port","Standard class car","184","EUR","base_price_xlsx","pax:3"
"cmm3d3o0h00gmk8ppffy2so3i","Japan","Yokohama port","Tokyo (within 23 wards)","Yokohama port","Standard minivan 7 pax","207","EUR","base_price_xlsx","pax:7"
"cmm3d3o0i00h7k8ppbrclg2ag","Japan","Yokohama port","Tokyo Haneda Airport (HND)","Yokohama port","Standard Minibus 9pax","255","EUR","base_price_xlsx","pax:9"
"cmm3d3o0i00h6k8ppm9fxi7tf","Japan","Yokohama port","Tokyo Haneda Airport (HND)","Yokohama port","Standard class car","184","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00h8k8ppk4xli242","Japan","Yokohama port","Tokyo Haneda Airport (HND)","Yokohama port","Standard minivan 7 pax","207","EUR","base_price_xlsx","pax:7"
"cmm3d3o0i00hvk8pprdogga38","Japan","Yokohama port","Tokyo Narita Airport (NRT)","Yokohama port","Standard Minibus 9pax","467","EUR","base_price_xlsx","pax:9"
"cmm3d3o0i00huk8ppsz4k6p0b","Japan","Yokohama port","Tokyo Narita Airport (NRT)","Yokohama port","Standard class car","349","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00hwk8ppm9gd83h2","Japan","Yokohama port","Tokyo Narita Airport (NRT)","Yokohama port","Standard minivan 7 pax","373","EUR","base_price_xlsx","pax:7"
"cmm3d3o0i00hxk8ppf9ae9ctl","Jordan","Ajloun","Amman Civil Airport (Marka) (ADJ)","Ajloun","Business class car","80","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00hyk8pp33axlr7h","Jordan","Ajloun","Amman Civil Airport (Marka) (ADJ)","Ajloun","Standard class car","70","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00hzk8pp89tssmv5","Jordan","Ajloun","Amman Civil Airport (Marka) (ADJ)","Ajloun","Standard minivan 6 pax","80","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00jck8pp6mrowcrk","Jordan","Ajloun","Amman Queen Alia Airport (AMM)","Ajloun","Business class car","80","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jdk8pp9cxjk2j5","Jordan","Ajloun","Amman Queen Alia Airport (AMM)","Ajloun","Standard class car","70","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jek8ppd1mm3x15","Jordan","Ajloun","Amman Queen Alia Airport (AMM)","Ajloun","Standard minivan 6 pax","80","EUR","base_price_xlsx","pax:6"
"cmm3d3o0i00i0k8ppi94lqbcy","Jordan","Amman","Amman Civil Airport (Marka) (ADJ)","Amman","Business class car","80","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00i1k8ppvin6n4jd","Jordan","Amman","Amman Civil Airport (Marka) (ADJ)","Amman","Standard class car","54","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00i2k8pp5ne821i9","Jordan","Amman","Amman Civil Airport (Marka) (ADJ)","Amman","Standard minivan 6 pax","87","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00jfk8ppzvwwbrvo","Jordan","Amman","Amman Queen Alia Airport (AMM)","Amman","Business class car","80","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jik8ppbeskathi","Jordan","Amman","Amman Queen Alia Airport (AMM)","Amman","Standard class car","54","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jgk8pp7hjhz9no","Jordan","Amman","Amman Queen Alia Airport (AMM)","Amman","Standard class car","60","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jhk8ppyf6ruhtx","Jordan","Amman","Amman Queen Alia Airport (AMM)","Amman","Standard class car","54","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jjk8pp3qp5odll","Jordan","Amman","Amman Queen Alia Airport (AMM)","Amman","Standard minivan 6 pax","87","EUR","base_price_xlsx","pax:6"
"cmm3d3o0i00i3k8pp15we25an","Jordan","Aqaba","Amman Civil Airport (Marka) (ADJ)","Aqaba","Business class car","254","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00i4k8ppfmn7s9hy","Jordan","Aqaba","Amman Civil Airport (Marka) (ADJ)","Aqaba","Standard class car","254","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00i5k8ppbeka44p9","Jordan","Aqaba","Amman Civil Airport (Marka) (ADJ)","Aqaba","Standard minivan 6 pax","288","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00jkk8pp9qttnkdd","Jordan","Aqaba","Amman Queen Alia Airport (AMM)","Aqaba","Business class car","254","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jlk8pp4beg69jz","Jordan","Aqaba","Amman Queen Alia Airport (AMM)","Aqaba","Standard class car","254","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jmk8pplvp8u9ns","Jordan","Aqaba","Amman Queen Alia Airport (AMM)","Aqaba","Standard minivan 6 pax","288","EUR","base_price_xlsx","pax:6"
"cmm3d3o0i00i6k8ppjoysur5h","Jordan","Dana","Amman Civil Airport (Marka) (ADJ)","Dana","Business class car","210","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00i7k8ppannkr46s","Jordan","Dana","Amman Civil Airport (Marka) (ADJ)","Dana","Standard class car","175","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00i8k8ppezagbj9w","Jordan","Dana","Amman Civil Airport (Marka) (ADJ)","Dana","Standard minivan 6 pax","227","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00jnk8ppsmvowum6","Jordan","Dana","Amman Queen Alia Airport (AMM)","Dana","Business class car","210","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jok8pp1hq91tm0","Jordan","Dana","Amman Queen Alia Airport (AMM)","Dana","Standard class car","175","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jpk8pp1wbhm6yu","Jordan","Dana","Amman Queen Alia Airport (AMM)","Dana","Standard minivan 6 pax","227","EUR","base_price_xlsx","pax:6"
"cmm3d3o0i00i9k8ppmfu1jlry","Jordan","Dead sea","Amman Civil Airport (Marka) (ADJ)","Dead sea","Business class car","97","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00iak8pph52kw773","Jordan","Dead sea","Amman Civil Airport (Marka) (ADJ)","Dead sea","Standard class car","80","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00ibk8pprfn7cpn9","Jordan","Dead sea","Amman Civil Airport (Marka) (ADJ)","Dead sea","Standard minivan 6 pax","97","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00jqk8ppx8c7d1ma","Jordan","Dead sea","Amman Queen Alia Airport (AMM)","Dead sea","Business class car","97","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jrk8ppt4ckv9zp","Jordan","Dead sea","Amman Queen Alia Airport (AMM)","Dead sea","Standard class car","80","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jsk8ppguomb2u3","Jordan","Dead sea","Amman Queen Alia Airport (AMM)","Dead sea","Standard minivan 6 pax","97","EUR","base_price_xlsx","pax:6"
"cmm3d3o0i00ick8ppobpta0q8","Jordan","Ibrid","Amman Civil Airport (Marka) (ADJ)","Ibrid","Business class car","123","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00idk8pp36kvn0xe","Jordan","Ibrid","Amman Civil Airport (Marka) (ADJ)","Ibrid","Standard class car","106","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00iek8ppqa1hfv2s","Jordan","Ibrid","Amman Civil Airport (Marka) (ADJ)","Ibrid","Standard minivan 6 pax","123","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00jtk8ppxwkbnuzk","Jordan","Ibrid","Amman Queen Alia Airport (AMM)","Ibrid","Business class car","123","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00juk8ppoe42i6cg","Jordan","Ibrid","Amman Queen Alia Airport (AMM)","Ibrid","Standard class car","106","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jvk8pp2w6vb5na","Jordan","Ibrid","Amman Queen Alia Airport (AMM)","Ibrid","Standard minivan 6 pax","123","EUR","base_price_xlsx","pax:6"
"cmm3d3o0i00ifk8ppuhr53wul","Jordan","Jerash","Amman Civil Airport (Marka) (ADJ)","Jerash","Business class car","80","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00igk8ppzkcdq692","Jordan","Jerash","Amman Civil Airport (Marka) (ADJ)","Jerash","Standard class car","71","EUR","base_price_xlsx","pax:3"
"cmm3d3o0i00ihk8pp6f0vdiph","Jordan","Jerash","Amman Civil Airport (Marka) (ADJ)","Jerash","Standard minivan 6 pax","80","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00jwk8pp4by96sqx","Jordan","Jerash","Amman Queen Alia Airport (AMM)","Jerash","Business class car","80","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jxk8ppqebh56cl","Jordan","Jerash","Amman Queen Alia Airport (AMM)","Jerash","Standard class car","71","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jyk8pp8nfte01z","Jordan","Jerash","Amman Queen Alia Airport (AMM)","Jerash","Standard minivan 6 pax","80","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00iik8ppplng4l50","Jordan","Karak","Amman Civil Airport (Marka) (ADJ)","Karak","Business class car","97","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00ijk8ppxx2e7rll","Jordan","Karak","Amman Civil Airport (Marka) (ADJ)","Karak","Standard class car","71","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00ikk8ppnydwbvz0","Jordan","Karak","Amman Civil Airport (Marka) (ADJ)","Karak","Standard minivan 6 pax","97","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00jzk8ppdampkcb5","Jordan","Karak","Amman Queen Alia Airport (AMM)","Karak","Business class car","97","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00k0k8pplkk229mk","Jordan","Karak","Amman Queen Alia Airport (AMM)","Karak","Standard class car","71","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00k1k8pppu04mye6","Jordan","Karak","Amman Queen Alia Airport (AMM)","Karak","Standard minivan 6 pax","97","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00ilk8ppw76g6m2m","Jordan","King Hussain Bridge","Amman Civil Airport (Marka) (ADJ)","King Hussain Bridge","Business class car","105","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00imk8pplp8eut2x","Jordan","King Hussain Bridge","Amman Civil Airport (Marka) (ADJ)","King Hussain Bridge","Standard class car","87","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00ink8ppdqdfb381","Jordan","King Hussain Bridge","Amman Civil Airport (Marka) (ADJ)","King Hussain Bridge","Standard minivan 6 pax","113","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00k2k8ppv92f5yh4","Jordan","King Hussain Bridge","Amman Queen Alia Airport (AMM)","King Hussain Bridge","Business class car","105","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00k3k8ppclg0i20u","Jordan","King Hussain Bridge","Amman Queen Alia Airport (AMM)","King Hussain Bridge","Standard class car","87","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00k4k8ppjaxv8pt5","Jordan","King Hussain Bridge","Amman Queen Alia Airport (AMM)","King Hussain Bridge","Standard minivan 6 pax","113","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00iok8ppmkt7b0ad","Jordan","Maan","Amman Civil Airport (Marka) (ADJ)","Maan","Business class car","210","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00ipk8ppxr2zdf38","Jordan","Maan","Amman Civil Airport (Marka) (ADJ)","Maan","Standard class car","175","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00iqk8pptv67g42r","Jordan","Maan","Amman Civil Airport (Marka) (ADJ)","Maan","Standard minivan 6 pax","228","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00k5k8pp0qylilv7","Jordan","Maan","Amman Queen Alia Airport (AMM)","Maan","Business class car","210","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00k6k8pp86wysq5x","Jordan","Maan","Amman Queen Alia Airport (AMM)","Maan","Standard class car","175","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00k7k8pp59q861qs","Jordan","Maan","Amman Queen Alia Airport (AMM)","Maan","Standard minivan 6 pax","228","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00irk8pps11op95j","Jordan","Madaba","Amman Civil Airport (Marka) (ADJ)","Madaba","Business class car","71","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00isk8ppkqsmq0no","Jordan","Madaba","Amman Civil Airport (Marka) (ADJ)","Madaba","Standard class car","61","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00itk8pp5oxee3mo","Jordan","Madaba","Amman Civil Airport (Marka) (ADJ)","Madaba","Standard minivan 6 pax","71","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00k8k8ppaknacg99","Jordan","Madaba","Amman Queen Alia Airport (AMM)","Madaba","Business class car","71","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00k9k8pp5t2ps4r2","Jordan","Madaba","Amman Queen Alia Airport (AMM)","Madaba","Standard class car","61","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00kak8pps8p7fw3p","Jordan","Madaba","Amman Queen Alia Airport (AMM)","Madaba","Standard minivan 6 pax","71","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00iuk8pplymgzdcy","Jordan","Mafraq","Amman Civil Airport (Marka) (ADJ)","Mafraq","Business class car","89","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00ivk8ppeyxtq5p3","Jordan","Mafraq","Amman Civil Airport (Marka) (ADJ)","Mafraq","Standard class car","71","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00iwk8ppqmrodr1g","Jordan","Mafraq","Amman Civil Airport (Marka) (ADJ)","Mafraq","Standard minivan 6 pax","89","EUR","base_price_xlsx","pax:6"
"cmm3d3o0k00kbk8pp9gdod8c0","Jordan","Mafraq","Amman Queen Alia Airport (AMM)","Mafraq","Business class car","89","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00kck8ppyfahp25z","Jordan","Mafraq","Amman Queen Alia Airport (AMM)","Mafraq","Standard class car","71","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00kdk8ppcu27wyr4","Jordan","Mafraq","Amman Queen Alia Airport (AMM)","Mafraq","Standard minivan 6 pax","89","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00ixk8ppbu5dxevt","Jordan","Petra","Amman Civil Airport (Marka) (ADJ)","Petra","Business class car","245","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00iyk8ppp895ot9u","Jordan","Petra","Amman Civil Airport (Marka) (ADJ)","Petra","Standard class car","219","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00izk8ppsb1p2253","Jordan","Petra","Amman Civil Airport (Marka) (ADJ)","Petra","Standard minivan 6 pax","262","EUR","base_price_xlsx","pax:6"
"cmm3d3o0k00kek8ppf19zxdtk","Jordan","Petra","Amman Queen Alia Airport (AMM)","Petra","Business class car","245","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00kfk8ppam1p1nmh","Jordan","Petra","Amman Queen Alia Airport (AMM)","Petra","Standard class car","219","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00kgk8ppp99yi1cf","Jordan","Petra","Amman Queen Alia Airport (AMM)","Petra","Standard minivan 6 pax","262","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00j0k8pppqiptxvy","Jordan","Salt city","Amman Civil Airport (Marka) (ADJ)","Salt city","Business class car","61","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00j1k8ppngm7vl01","Jordan","Salt city","Amman Civil Airport (Marka) (ADJ)","Salt city","Standard class car","45","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00j2k8pp1r534d3p","Jordan","Salt city","Amman Civil Airport (Marka) (ADJ)","Salt city","Standard minivan 6 pax","61","EUR","base_price_xlsx","pax:6"
"cmm3d3o0k00khk8pp04qknpp2","Jordan","Salt city","Amman Queen Alia Airport (AMM)","Salt city","Business class car","61","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00kik8ppzwuep9ec","Jordan","Salt city","Amman Queen Alia Airport (AMM)","Salt city","Standard class car","45","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00kjk8ppirxbe2p4","Jordan","Salt city","Amman Queen Alia Airport (AMM)","Salt city","Standard minivan 6 pax","61","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00j3k8ppnxyaddmg","Jordan","Sheikh Hussein Bridge","Amman Civil Airport (Marka) (ADJ)","Sheikh Hussein Bridge","Business class car","148","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00j4k8ppy6dnopth","Jordan","Sheikh Hussein Bridge","Amman Civil Airport (Marka) (ADJ)","Sheikh Hussein Bridge","Standard class car","132","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00j5k8ppav2s45gq","Jordan","Sheikh Hussein Bridge","Amman Civil Airport (Marka) (ADJ)","Sheikh Hussein Bridge","Standard minivan 6 pax","167","EUR","base_price_xlsx","pax:6"
"cmm3d3o0k00kkk8pp24vgdbge","Jordan","Sheikh Hussein Bridge","Amman Queen Alia Airport (AMM)","Sheikh Hussein Bridge","Business class car","148","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00klk8pps7ilgqcr","Jordan","Sheikh Hussein Bridge","Amman Queen Alia Airport (AMM)","Sheikh Hussein Bridge","Standard class car","132","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00kmk8ppbrgd9ssh","Jordan","Sheikh Hussein Bridge","Amman Queen Alia Airport (AMM)","Sheikh Hussein Bridge","Standard minivan 6 pax","167","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00j6k8ppjvmhb3b1","Jordan","Wadi Rum","Amman Civil Airport (Marka) (ADJ)","Wadi Rum","Business class car","245","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00j7k8pp8am2hcp0","Jordan","Wadi Rum","Amman Civil Airport (Marka) (ADJ)","Wadi Rum","Standard class car","210","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00j8k8pp0t2i40n3","Jordan","Wadi Rum","Amman Civil Airport (Marka) (ADJ)","Wadi Rum","Standard minivan 6 pax","262","EUR","base_price_xlsx","pax:6"
"cmm3d3o0k00knk8ppnt6uimfq","Jordan","Wadi Rum","Amman Queen Alia Airport (AMM)","Wadi Rum","Business class car","245","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00kok8ppt0a1x3zc","Jordan","Wadi Rum","Amman Queen Alia Airport (AMM)","Wadi Rum","Standard class car","210","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00kpk8ppmhg44kg8","Jordan","Wadi Rum","Amman Queen Alia Airport (AMM)","Wadi Rum","Standard minivan 6 pax","262","EUR","base_price_xlsx","pax:6"
"cmm3d3o0j00j9k8ppcjlveglb","Jordan","Zarqa area","Amman Civil Airport (Marka) (ADJ)","Zarqa area","Business class car","80","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jak8pprxersikx","Jordan","Zarqa area","Amman Civil Airport (Marka) (ADJ)","Zarqa area","Standard class car","59","EUR","base_price_xlsx","pax:3"
"cmm3d3o0j00jbk8ppbijib75a","Jordan","Zarqa area","Amman Civil Airport (Marka) (ADJ)","Zarqa area","Standard minivan 6 pax","87","EUR","base_price_xlsx","pax:6"
"cmm3d3o0k00kqk8ppqi6dd26h","Jordan","Zarqa area","Amman Queen Alia Airport (AMM)","Zarqa area","Business class car","80","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00krk8ppgd2uhxdy","Jordan","Zarqa area","Amman Queen Alia Airport (AMM)","Zarqa area","Standard class car","59","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00ksk8ppu4fggit8","Jordan","Zarqa area","Amman Queen Alia Airport (AMM)","Zarqa area","Standard minivan 6 pax","87","EUR","base_price_xlsx","pax:6"
"cmm3d3o0k00ktk8ppzb77vg72","Kazakhstan","Almaty","Almaty International Airport (ALA)","Almaty","Business class car","45","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00kuk8pp9ym1a5hs","Kazakhstan","Almaty","Almaty International Airport (ALA)","Almaty","Standard class car","20","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00kvk8pp7j3p2646","Kazakhstan","Almaty","Almaty International Airport (ALA)","Almaty","Standard minivan 7 pax","40","EUR","base_price_xlsx","pax:7"
"cmm3d3o0k00kwk8ppjvo28dti","Kazakhstan","Nur-Sultan (Astana)","Nur-Sultan Nursultan Nazarbayev Airport (NQZ)","Nur-Sultan (Astana)","Business class car","30","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00kxk8pptmwrpb3m","Kazakhstan","Nur-Sultan (Astana)","Nur-Sultan Nursultan Nazarbayev Airport (NQZ)","Nur-Sultan (Astana)","First class car","60","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00kzk8ppv848e61t","Kazakhstan","Nur-Sultan (Astana)","Nur-Sultan Nursultan Nazarbayev Airport (NQZ)","Nur-Sultan (Astana)","Standard Minibus 16pax","40","EUR","base_price_xlsx","pax:16"
"cmm3d3o0k00kyk8ppz3riqhqi","Kazakhstan","Nur-Sultan (Astana)","Nur-Sultan Nursultan Nazarbayev Airport (NQZ)","Nur-Sultan (Astana)","Standard class car","20","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00l0k8pp9b3ka5j0","Kazakhstan","Nur-Sultan (Astana)","Nur-Sultan Nursultan Nazarbayev Airport (NQZ)","Nur-Sultan (Astana)","Standard minivan 7 pax","30","EUR","base_price_xlsx","pax:7"
"cmm3d3o0k00l1k8pp09avww03","Kirgizstan","Bishkek","Bishkek Manas Airport (FRU)","Bishkek","Standard class car","27","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00l2k8ppzudjuwqp","Kirgizstan","Bishkek","Bishkek Manas Airport (FRU)","Bishkek","Standard minivan 7 pax","55","EUR","base_price_xlsx","pax:7"
"cmm3d3o0k00l3k8pp9wtw11lz","Latvia","Riga","Riga airport (RIX)","Riga","Business class car","45","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00l4k8pp0wps9tm1","Latvia","Riga","Riga airport (RIX)","Riga","First class car","150","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00l8k8ppczn1gzit","Latvia","Riga","Riga airport (RIX)","Riga","Standard MPV","45","EUR","base_price_xlsx","pax:5"
"cmm3d3o0k00l6k8ppazpxdfsl","Latvia","Riga","Riga airport (RIX)","Riga","Standard Minibus 16pax","110","EUR","base_price_xlsx","pax:16"
"cmm3d3o0k00l5k8pps5bwk78g","Latvia","Riga","Riga airport (RIX)","Riga","Standard class car","30","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00l7k8ppjor69pbb","Latvia","Riga","Riga airport (RIX)","Riga","Standard minivan 6 pax","45","EUR","base_price_xlsx","pax:6"
"cmm3d3o0k00lbk8ppqynu7y4y","Lithuania","Kaunas","Kaunas Airport (KUN)","Kaunas","Standard MPV","40","EUR","base_price_xlsx","pax:5"
"cmm3d3o0k00l9k8ppwdip4eru","Lithuania","Kaunas","Kaunas Airport (KUN)","Kaunas","Standard class car","30","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00lak8ppokmn6ouc","Lithuania","Kaunas","Kaunas Airport (KUN)","Kaunas","Standard minivan 6 pax","40","EUR","base_price_xlsx","pax:6"
"cmm3d3o0k00lek8ppify195w9","Lithuania","Kaunas","Vilnius airport (VNO)","Kaunas","Standard class car","110","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00lfk8pparekdoch","Lithuania","Kaunas","Vilnius airport (VNO)","Kaunas","Standard minivan 7 pax","150","EUR","base_price_xlsx","pax:7"
"cmm3d3o0k00lck8ppmhyatdkk","Lithuania","Palanga","Palanga airport (PLQ)","Palanga","Standard class car","45","EUR","base_price_xlsx","pax:3"
"cmm3d3o0k00ldk8ppp6cu888n","Lithuania","Palanga","Palanga airport (PLQ)","Palanga","Standard minivan 7 pax","60","EUR","base_price_xlsx","pax:7"
"cmm3d3o0k00lgk8pp8bbyvcfa","Lithuania","Vilnius","Vilnius airport (VNO)","Vilnius","Business class car","45","EUR","base_price_xlsx","pax:3"
